,date_dt,date_hr,positive_count,negative_count,neutral_count,positive_avg_score,negative_avg_score,neutral_avg_score,total_news_count,total_news_score,signal
0,2021-04-13,23,1.0,0.0,1.0,0.7570146322250366,0.0,0.6205244660377502,2.0,0.7570146322250366,1.0
1,2021-04-14,1,2.0,0.0,1.0,0.7300360798835754,0.0,0.9550199508666992,3.0,1.4600721597671509,1.0
2,2021-04-14,2,1.0,0.0,0.0,0.7317842245101929,0.0,0.0,1.0,0.7317842245101929,1.0
3,2021-04-14,6,1.0,0.0,5.0,0.5122724771499634,0.0,0.8221940755844116,6.0,0.5122724771499634,1.0
4,2021-04-14,8,5.0,0.0,3.0,0.813771641254425,0.0,0.8069420059521993,8.0,4.068858206272125,1.0
5,2021-04-14,9,2.0,0.0,6.0,0.9167902171611786,0.0,0.9101760784784952,8.0,1.8335804343223572,1.0
6,2021-04-14,10,3.0,2.0,13.0,0.6883514126141866,0.915027529001236,0.8532990033809955,18.0,0.2349991798400879,0.2
7,2021-04-14,11,1.0,1.0,3.0,0.785931408405304,0.9378775954246521,0.8797324697176615,5.0,-0.15194618701934814,0.0
8,2021-04-14,12,6.0,1.0,6.0,0.8883869250615438,0.6872676014900208,0.9263184368610382,13.0,4.643053948879242,0.7142857142857143
9,2021-04-14,13,10.0,1.0,11.0,0.805662214756012,0.5821340680122375,0.8987505706873807,22.0,7.474488079547882,0.8181818181818182
10,2021-04-14,14,3.0,0.0,5.0,0.6940548817316691,0.0,0.8814982771873474,8.0,2.0821646451950073,1.0
11,2021-04-14,15,3.0,1.0,1.0,0.8623935580253601,0.780255138874054,0.9134590029716492,5.0,1.8069255352020264,0.5
12,2021-04-14,16,1.0,1.0,9.0,0.7646545171737671,0.9259872436523438,0.9342181218994988,11.0,-0.16133272647857666,0.0
13,2021-04-14,17,4.0,7.0,6.0,0.7575461864471436,0.8153643948691232,0.9240507384141287,17.0,-2.677366018295288,-0.2727272727272727
14,2021-04-14,18,2.0,3.0,6.0,0.645670473575592,0.7545875112215678,0.8409729500611623,11.0,-0.9724215865135193,-0.2
15,2021-04-15,1,1.0,0.0,0.0,0.344422310590744,0.0,0.0,1.0,0.344422310590744,1.0
16,2021-04-15,2,1.0,2.0,1.0,0.3764309287071228,0.9584455788135529,0.9600896835327148,4.0,-1.540460228919983,-0.3333333333333333
17,2021-04-15,4,1.0,0.0,1.0,0.9658426642417908,0.0,0.971301794052124,2.0,0.9658426642417908,1.0
18,2021-04-15,5,2.0,1.0,4.0,0.8281623125076294,0.9400563836097717,0.8273808807134628,7.0,0.7162682414054871,0.3333333333333333
19,2021-04-15,6,3.0,0.0,2.0,0.864584724108378,0.0,0.8711633086204529,5.0,2.5937541723251343,1.0
20,2021-04-15,7,5.0,4.0,8.0,0.8552831411361694,0.8118606358766556,0.8427603840827942,17.0,1.0289731621742249,0.1111111111111111
21,2021-04-15,8,8.0,2.0,8.0,0.841378316283226,0.9401854574680328,0.8632194325327873,18.0,4.850655615329742,0.6
22,2021-04-15,9,4.0,1.0,6.0,0.8847793191671371,0.940314531326294,0.8265413641929626,11.0,2.5988027453422546,0.6
23,2021-04-15,10,2.0,2.0,6.0,0.900403618812561,0.9828383922576904,0.8104079763094584,10.0,-0.1648695468902588,0.0
24,2021-04-15,11,3.0,2.0,7.0,0.8993886510531107,0.835889607667923,0.8734343137059893,12.0,1.0263867378234863,0.2
25,2021-04-15,12,1.0,0.0,5.0,0.9424248337745667,0.0,0.8304507732391357,6.0,0.9424248337745667,1.0
26,2021-04-15,13,1.0,1.0,1.0,0.8154112100601196,0.9455510973930359,0.7667034864425659,3.0,-0.13013988733291626,0.0
27,2021-04-15,14,4.0,3.0,6.0,0.8539375811815262,0.9193544387817383,0.8658699691295624,13.0,0.6576870083808899,0.14285714285714285
28,2021-04-15,15,6.0,1.0,4.0,0.7817961672941843,0.9054832458496094,0.8835709691047668,11.0,3.785293757915497,0.7142857142857143
29,2021-04-15,16,2.0,1.0,1.0,0.8770043253898621,0.9038600921630859,0.9034756422042847,4.0,0.8501485586166382,0.3333333333333333
30,2021-04-15,17,1.0,2.0,3.0,0.8622593283653259,0.6947467625141144,0.8700523773829142,6.0,-0.5272341966629028,-0.3333333333333333
31,2021-04-15,18,4.0,0.0,5.0,0.6629336178302765,0.0,0.8538170099258423,9.0,2.651734471321106,1.0
32,2021-04-15,19,1.0,1.0,1.0,0.9475528001785278,0.880842387676239,0.9020488858222961,3.0,0.06671041250228882,0.0
33,2021-04-15,22,1.0,1.0,1.0,0.9311860203742981,0.8816275000572205,0.8634445071220398,3.0,0.04955852031707764,0.0
34,2021-04-16,4,1.0,0.0,3.0,0.9471023678779602,0.0,0.7942027648289999,4.0,0.9471023678779602,1.0
35,2021-04-16,5,1.0,1.0,0.0,0.96406090259552,0.9515482783317566,0.0,2.0,0.012512624263763428,0.0
36,2021-04-16,6,1.0,2.0,3.0,0.5224733352661133,0.7846797108650208,0.9559451738993326,6.0,-1.0468860864639282,-0.3333333333333333
37,2021-04-16,8,1.0,1.0,3.0,0.9332455992698669,0.876253604888916,0.8665888905525208,5.0,0.05699199438095093,0.0
38,2021-04-16,10,1.0,0.0,1.0,0.7248919606208801,0.0,0.9733873009681702,2.0,0.7248919606208801,1.0
39,2021-04-16,12,2.0,1.0,5.0,0.840167373418808,0.8996815085411072,0.7949705839157104,8.0,0.7806532382965088,0.3333333333333333
40,2021-04-16,13,1.0,2.0,2.0,0.5690759420394897,0.804261714220047,0.8959287703037262,5.0,-1.0394474864006042,-0.3333333333333333
