,date_dt,date_hr,positive_count,negative_count,neutral_count,positive_avg_score,negative_avg_score,neutral_avg_score,total_news_count,total_news_score,signal
147,2021-11-23,17,1.0,0.0,0.0,0.7673538327217102,0.0,0.0,1.0,0.7673538327217102,1.0
148,2021-11-30,10,1.0,0.0,0.0,0.9322899580001831,0.0,0.0,1.0,0.9322899580001831,1.0
149,2021-12-06,18,1.0,0.0,0.0,0.410535603761673,0.0,0.0,1.0,0.410535603761673,1.0
150,2021-12-13,11,1.0,0.0,0.0,0.5224077701568604,0.0,0.0,1.0,0.5224077701568604,1.0
151,2021-12-15,16,1.0,0.0,0.0,0.41034215688705444,0.0,0.0,1.0,0.41034215688705444,1.0
152,2021-12-17,5,1.0,0.0,0.0,0.9412057995796204,0.0,0.0,1.0,0.9412057995796204,1.0
153,2021-12-22,16,1.0,0.0,0.0,0.7870345711708069,0.0,0.0,1.0,0.7870345711708069,1.0
154,2022-01-04,7,1.0,0.0,0.0,0.8344085812568665,0.0,0.0,1.0,0.8344085812568665,1.0
155,2022-01-16,15,2.0,0.0,0.0,0.9882997274398804,0.0,0.0,2.0,1.9765994548797607,1.0
156,2022-01-24,6,1.0,0.0,0.0,0.7906858921051025,0.0,0.0,1.0,0.7906858921051025,1.0
157,2022-01-30,7,1.0,0.0,0.0,0.5927225351333618,0.0,0.0,1.0,0.5927225351333618,1.0
158,2022-01-30,17,1.0,0.0,0.0,0.5927225351333618,0.0,0.0,1.0,0.5927225351333618,1.0
159,2022-02-07,13,1.0,0.0,0.0,0.854698896408081,0.0,0.0,1.0,0.854698896408081,1.0
160,2022-02-07,16,2.0,0.0,1.0,0.7268890142440796,0.0,0.9113997220993042,3.0,1.4537780284881592,1.0
161,2022-02-09,11,1.0,0.0,0.0,0.6832963824272156,0.0,0.0,1.0,0.6832963824272156,1.0
162,2022-02-10,10,1.0,0.0,0.0,0.7962982058525085,0.0,0.0,1.0,0.7962982058525085,1.0
163,2022-02-14,8,2.0,0.0,0.0,0.5112715363502502,0.0,0.0,2.0,1.0225430727005005,1.0
164,2022-02-18,8,1.0,0.0,0.0,0.6374421119689941,0.0,0.0,1.0,0.6374421119689941,1.0
165,2022-02-25,12,2.0,0.0,0.0,0.7965546250343323,0.0,0.0,2.0,1.5931092500686646,1.0
166,2022-02-25,16,1.0,0.0,0.0,0.7202631235122681,0.0,0.0,1.0,0.7202631235122681,1.0
167,2022-03-01,9,1.0,0.0,0.0,0.9097310304641724,0.0,0.0,1.0,0.9097310304641724,1.0
168,2022-03-14,22,1.0,0.0,0.0,0.8797350525856018,0.0,0.0,1.0,0.8797350525856018,1.0
169,2022-03-18,16,1.0,0.0,0.0,0.8801930546760559,0.0,0.0,1.0,0.8801930546760559,1.0
170,2022-03-25,9,1.0,0.0,1.0,0.8123436570167542,0.0,0.7417029738426208,2.0,0.8123436570167542,1.0
171,2022-03-25,16,1.0,0.0,0.0,0.5229752659797668,0.0,0.0,1.0,0.5229752659797668,1.0
172,2022-03-27,23,1.0,0.0,0.0,0.5097305178642273,0.0,0.0,1.0,0.5097305178642273,1.0
173,2022-03-28,9,1.0,0.0,0.0,0.9479084610939026,0.0,0.0,1.0,0.9479084610939026,1.0
174,2022-03-28,14,1.0,1.0,0.0,0.9222909808158875,0.749558687210083,0.0,2.0,0.17273229360580444,0.0
175,2022-03-28,18,1.0,0.0,0.0,0.9222909808158875,0.0,0.0,1.0,0.9222909808158875,1.0
176,2022-03-29,5,1.0,0.0,0.0,0.5951383709907532,0.0,0.0,1.0,0.5951383709907532,1.0
177,2022-03-30,9,1.0,0.0,0.0,0.9693799614906311,0.0,0.0,1.0,0.9693799614906311,1.0
178,2022-03-31,4,1.0,0.0,0.0,0.5627699494361877,0.0,0.0,1.0,0.5627699494361877,1.0
179,2022-03-31,15,1.0,0.0,0.0,0.7354748845100403,0.0,0.0,1.0,0.7354748845100403,1.0
180,2022-04-05,9,1.0,0.0,0.0,0.9330690503120422,0.0,0.0,1.0,0.9330690503120422,1.0
181,2022-04-21,10,1.0,0.0,0.0,0.7352616786956787,0.0,0.0,1.0,0.7352616786956787,1.0
182,2022-04-27,15,1.0,0.0,0.0,0.5072063207626343,0.0,0.0,1.0,0.5072063207626343,1.0
183,2022-05-02,12,1.0,0.0,0.0,0.6738331317901611,0.0,0.0,1.0,0.6738331317901611,1.0
184,2022-05-03,8,1.0,0.0,0.0,0.8327697515487671,0.0,0.0,1.0,0.8327697515487671,1.0
185,2022-05-05,14,1.0,0.0,0.0,0.7320629358291626,0.0,0.0,1.0,0.7320629358291626,1.0
186,2022-05-11,2,1.0,0.0,0.0,0.8586043119430542,0.0,0.0,1.0,0.8586043119430542,1.0
187,2022-05-11,4,1.0,0.0,0.0,0.8586043119430542,0.0,0.0,1.0,0.8586043119430542,1.0
188,2022-05-11,15,1.0,0.0,0.0,0.9091157913208008,0.0,0.0,1.0,0.9091157913208008,1.0
189,2022-05-13,8,1.0,0.0,0.0,0.8980506062507629,0.0,0.0,1.0,0.8980506062507629,1.0
190,2022-05-14,11,1.0,0.0,0.0,0.7164480090141296,0.0,0.0,1.0,0.7164480090141296,1.0
191,2022-05-16,11,1.0,0.0,0.0,0.7587302327156067,0.0,0.0,1.0,0.7587302327156067,1.0
192,2022-05-23,15,1.0,1.0,0.0,0.7266752123832703,0.5460756421089172,0.0,2.0,0.18059957027435303,0.0
193,2022-05-24,13,1.0,0.0,0.0,0.6861168146133423,0.0,0.0,1.0,0.6861168146133423,1.0
194,2022-05-31,0,1.0,0.0,0.0,0.943879246711731,0.0,0.0,1.0,0.943879246711731,1.0
195,2022-05-31,7,1.0,0.0,0.0,0.9187976717948914,0.0,0.0,1.0,0.9187976717948914,1.0
196,2022-05-31,17,1.0,0.0,0.0,0.8622106909751892,0.0,0.0,1.0,0.8622106909751892,1.0
197,2022-06-03,7,1.0,0.0,0.0,0.9543130397796631,0.0,0.0,1.0,0.9543130397796631,1.0
198,2022-06-06,10,1.0,0.0,0.0,0.6114183068275452,0.0,0.0,1.0,0.6114183068275452,1.0
199,2022-06-08,9,1.0,0.0,0.0,0.5627386569976807,0.0,0.0,1.0,0.5627386569976807,1.0
200,2022-06-10,16,1.0,0.0,0.0,0.8973847031593323,0.0,0.0,1.0,0.8973847031593323,1.0
201,2022-06-21,6,1.0,0.0,0.0,0.9024090766906738,0.0,0.0,1.0,0.9024090766906738,1.0
202,2022-06-21,11,1.0,0.0,0.0,0.8039655685424805,0.0,0.0,1.0,0.8039655685424805,1.0
203,2022-06-22,9,1.0,1.0,1.0,0.7120844125747681,0.9875055551528931,0.8239023685455322,3.0,-0.275421142578125,0.0
204,2022-06-22,11,1.0,0.0,0.0,0.7897387146949768,0.0,0.0,1.0,0.7897387146949768,1.0
205,2022-06-28,17,1.0,0.0,0.0,0.5525391101837158,0.0,0.0,1.0,0.5525391101837158,1.0
206,2022-07-07,4,1.0,0.0,0.0,0.8771176934242249,0.0,0.0,1.0,0.8771176934242249,1.0
207,2022-07-07,11,1.0,0.0,0.0,0.6558929085731506,0.0,0.0,1.0,0.6558929085731506,1.0
208,2022-07-08,2,1.0,0.0,0.0,0.9470499753952026,0.0,0.0,1.0,0.9470499753952026,1.0
209,2022-07-09,3,1.0,0.0,0.0,0.9536824226379395,0.0,0.0,1.0,0.9536824226379395,1.0
210,2022-07-18,7,1.0,0.0,0.0,0.5212775468826294,0.0,0.0,1.0,0.5212775468826294,1.0
211,2022-07-18,11,1.0,0.0,0.0,0.9551479816436768,0.0,0.0,1.0,0.9551479816436768,1.0
212,2022-07-18,12,2.0,0.0,0.0,0.9430760741233826,0.0,0.0,2.0,1.8861521482467651,1.0
213,2022-07-18,15,1.0,1.0,0.0,0.9671798348426819,0.8694925904273987,0.0,2.0,0.0976872444152832,0.0
214,2022-07-19,15,1.0,0.0,0.0,0.9338182806968689,0.0,0.0,1.0,0.9338182806968689,1.0
215,2022-07-20,9,1.0,0.0,0.0,0.9148147702217102,0.0,0.0,1.0,0.9148147702217102,1.0
216,2022-07-20,11,1.0,0.0,0.0,0.9474990367889404,0.0,0.0,1.0,0.9474990367889404,1.0
217,2022-07-20,12,1.0,0.0,0.0,0.5408651232719421,0.0,0.0,1.0,0.5408651232719421,1.0
218,2022-07-25,1,1.0,0.0,0.0,0.8671633005142212,0.0,0.0,1.0,0.8671633005142212,1.0
219,2022-07-25,8,1.0,0.0,0.0,0.8671633005142212,0.0,0.0,1.0,0.8671633005142212,1.0
220,2022-07-25,10,1.0,0.0,0.0,0.8749497532844543,0.0,0.0,1.0,0.8749497532844543,1.0
221,2022-07-27,15,1.0,0.0,0.0,0.6399339437484741,0.0,0.0,1.0,0.6399339437484741,1.0
222,2022-07-28,12,1.0,0.0,0.0,0.7186370491981506,0.0,0.0,1.0,0.7186370491981506,1.0
223,2022-07-29,21,1.0,0.0,0.0,0.5333117246627808,0.0,0.0,1.0,0.5333117246627808,1.0
224,2022-08-02,10,1.0,0.0,0.0,0.9620879888534546,0.0,0.0,1.0,0.9620879888534546,1.0
225,2022-08-04,3,1.0,0.0,0.0,0.84454745054245,0.0,0.0,1.0,0.84454745054245,1.0
226,2022-08-04,9,2.0,0.0,0.0,0.8726383745670319,0.0,0.0,2.0,1.7452767491340637,1.0
227,2022-08-04,13,1.0,0.0,0.0,0.5858429670333862,0.0,0.0,1.0,0.5858429670333862,1.0
228,2022-08-05,9,1.0,0.0,0.0,0.9694492816925049,0.0,0.0,1.0,0.9694492816925049,1.0
229,2022-08-05,10,1.0,0.0,0.0,0.8492923378944397,0.0,0.0,1.0,0.8492923378944397,1.0
230,2022-08-08,7,1.0,0.0,0.0,0.8722169995307922,0.0,0.0,1.0,0.8722169995307922,1.0
231,2022-08-09,2,1.0,0.0,0.0,0.9649443626403809,0.0,0.0,1.0,0.9649443626403809,1.0
232,2022-08-10,9,1.0,0.0,0.0,0.7525672912597656,0.0,0.0,1.0,0.7525672912597656,1.0
233,2022-08-10,12,1.0,0.0,0.0,0.838661789894104,0.0,0.0,1.0,0.838661789894104,1.0
234,2022-08-10,15,1.0,0.0,0.0,0.8384090662002563,0.0,0.0,1.0,0.8384090662002563,1.0
235,2022-08-12,12,1.0,0.0,0.0,0.8403934836387634,0.0,0.0,1.0,0.8403934836387634,1.0
236,2022-08-15,4,1.0,0.0,0.0,0.9294136762619019,0.0,0.0,1.0,0.9294136762619019,1.0
237,2022-08-15,5,1.0,0.0,0.0,0.7645832896232605,0.0,0.0,1.0,0.7645832896232605,1.0
