date_dt,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_PUBLICATION_COUNT,TWITTER_NEG_SENTIMENT_COUNT,TWITTER_POS_SENTIMENT_COUNT,TWITTER_SENTIMENT_DAILY_MAX,TWITTER_NEUTRAL_SENTIMENT_CNT,TWITTER_SENTIMENT_DAILY_MIN,NEWS_SENTIMENT_DAILY_AVG
2022-08-24,-0.0098,263.0,23.0,21.0,0.4438,216.0,-0.183,-0.0236
2022-08-25,-0.0423,352.0,57.0,16.0,0.4438,273.0,-0.183,-0.2482
2022-08-26,-0.0123,284.0,29.0,15.0,0.4438,230.0,-0.183,-0.2946
2022-08-27,-0.0077,386.0,30.0,23.0,0.4438,325.0,-0.183,-0.0083
2022-08-28,-0.0077,386.0,30.0,23.0,0.4438,325.0,-0.183,-0.0083
2022-08-29,-0.0077,386.0,30.0,23.0,0.4438,325.0,-0.183,-0.0083
2022-08-30,-0.0094,161.0,15.0,5.0,0.4438,142.0,-0.183,-0.1408
2022-08-31,-0.006,276.0,21.0,15.0,0.4438,236.0,-0.183,0.006
2022-09-01,-0.0328,286.0,44.0,18.0,0.4438,225.0,-0.183,-0.2386
2022-09-02,-0.0063,434.0,33.0,21.0,0.4438,380.0,-0.183,-0.0587
2022-09-03,-0.0153,280.0,30.0,17.0,0.4438,231.0,-0.183,-0.0281
2022-09-04,-0.0153,280.0,30.0,17.0,0.4438,231.0,-0.183,-0.0281
2022-09-05,-0.0153,280.0,30.0,17.0,0.4438,231.0,-0.183,-0.0281
2022-09-06,-0.0046,86.0,6.0,0.0,0.4438,78.0,-0.183,-0.2043
2022-09-07,0.001,222.0,6.0,7.0,0.4438,209.0,-0.183,0.1059
2022-09-08,-0.0156,282.0,30.0,15.0,0.4438,233.0,-0.183,-0.1871
2022-09-09,-0.0046,416.0,26.0,24.0,0.4438,363.0,-0.183,-0.0052
2022-09-10,-0.07,602.0,131.0,19.0,0.4438,458.0,-0.183,-0.7979
2022-09-11,-0.07,602.0,131.0,19.0,0.4438,458.0,-0.183,-0.7979
2022-09-12,-0.07,602.0,131.0,19.0,0.4438,458.0,-0.183,-0.7979
2022-09-13,-0.0044,165.0,10.0,7.0,0.4438,143.0,-0.183,-0.0164
2022-09-14,0.0068,307.0,15.0,23.0,0.4438,272.0,-0.183,-0.1483
2022-09-15,-0.0343,448.0,70.0,20.0,0.4438,356.0,-0.183,-0.3888
2022-09-16,0.0074,417.0,32.0,33.0,0.4438,357.0,-0.183,-0.0446
2022-09-17,-0.0277,403.0,55.0,28.0,0.4438,312.0,-0.183,-0.0038
2022-09-18,-0.0277,403.0,55.0,28.0,0.4438,312.0,-0.183,-0.0038
2022-09-19,-0.0277,403.0,55.0,28.0,0.4438,312.0,-0.183,-0.0038
2022-09-20,-0.0241,226.0,32.0,7.0,0.4438,188.0,-0.183,-0.7439
2022-09-21,-0.021,353.0,45.0,15.0,0.4438,289.0,-0.183,-0.1319
2022-09-22,-0.0076,288.0,24.0,9.0,0.4438,254.0,-0.183,-0.0045
2022-09-23,-0.0084,319.0,28.0,20.0,0.4438,273.0,-0.183,-0.0221
2022-09-24,-0.0081,341.0,28.0,20.0,0.4438,287.0,-0.183,-0.0491
2022-09-25,-0.0081,341.0,28.0,20.0,0.4438,287.0,-0.183,-0.0491
2022-09-26,-0.0081,341.0,28.0,20.0,0.4438,287.0,-0.183,-0.0491
2022-09-27,-0.0506,152.0,30.0,7.0,0.4438,115.0,-0.183,-0.0214
2022-09-28,-0.0177,278.0,31.0,22.0,0.4438,219.0,-0.183,-0.7447
2022-09-29,-0.0149,228.0,24.0,13.0,0.4438,182.0,-0.183,-0.2413
2022-09-30,-0.0155,283.0,31.0,21.0,0.4438,231.0,-0.183,-0.3456
2022-10-01,-0.0132,351.0,36.0,17.0,0.4438,294.0,-0.183,-0.4525
2022-10-02,-0.0132,351.0,36.0,17.0,0.4438,294.0,-0.183,-0.4525
2022-10-03,-0.0132,351.0,36.0,17.0,0.4438,294.0,-0.183,-0.4525
2022-10-04,-0.0103,304.0,29.0,10.0,0.4438,266.0,-0.183,-0.1465
2022-10-05,0.0154,334.0,25.0,36.0,0.4438,271.0,-0.183,-0.3158
2022-10-06,-0.0089,384.0,33.0,32.0,0.4438,327.0,-0.183,0.0199
2022-10-07,-0.022,247.0,31.0,20.0,0.4438,195.0,-0.183,-0.0343
2022-10-08,0.0187,224.0,12.0,27.0,0.4438,183.0,-0.183,0.238
2022-10-09,0.0187,224.0,12.0,27.0,0.4438,183.0,-0.183,0.238
2022-10-10,0.0187,224.0,12.0,27.0,0.4438,183.0,-0.183,0.238
2022-10-11,-0.009,104.0,9.0,8.0,0.4438,86.0,-0.183,-0.0272
2022-10-12,-0.0037,273.0,16.0,13.0,0.4438,239.0,-0.183,0.0066
2022-10-13,-0.0037,1131.0,62.0,63.0,0.4438,956.0,-0.183,0.0191
2022-10-14,-0.0082,304.0,27.0,10.0,0.4438,262.0,-0.183,-0.0043
2022-10-15,-0.0064,361.0,27.0,21.0,0.4438,310.0,-0.183,-0.0335
2022-10-16,-0.0064,361.0,27.0,21.0,0.4438,310.0,-0.183,-0.0335
2022-10-17,-0.0064,361.0,27.0,21.0,0.4438,310.0,-0.183,-0.0335
2022-10-18,-0.0046,149.0,9.0,9.0,0.4438,127.0,-0.183,-0.0354
2022-10-19,-0.0113,236.0,9.0,7.0,0.4438,79.0,-0.183,-0.0048
2022-10-20,-0.0178,241.0,28.0,14.0,0.4438,197.0,-0.183,0.0037
2022-10-21,-0.0031,244.0,4.0,0.0,0.4438,68.0,-0.183,0.0
2022-10-22,-0.0047,194.0,13.0,8.0,0.4438,171.0,-0.183,-0.0282
2022-10-23,-0.0047,194.0,13.0,8.0,0.4438,171.0,-0.183,-0.0282
2022-10-24,-0.0047,194.0,13.0,8.0,0.4438,171.0,-0.183,-0.0282
2022-10-25,0.0021,116.0,1.0,2.0,0.4438,33.0,-0.183,-0.0093
2022-10-26,0.0034,215.0,2.0,6.0,0.4438,94.0,-0.183,-0.0017
2022-10-27,0.0356,344.0,5.0,16.0,0.4438,77.0,-0.183,0.011
2022-10-28,-0.1062,338.0,21.0,6.0,0.4438,54.0,-0.183,0.0142
2022-10-29,-0.0118,190.0,6.0,5.0,0.4438,54.0,-0.183,-0.0741
2022-10-30,-0.0118,190.0,6.0,5.0,0.4438,54.0,-0.183,-0.0741
2022-10-31,-0.0118,190.0,6.0,5.0,0.4438,54.0,-0.183,-0.0741
2022-11-01,-0.0205,135.0,4.0,1.0,0.4438,25.0,-0.183,-0.0407
2022-11-02,-0.0194,319.0,12.0,5.0,0.4438,79.0,-0.183,-0.0281
2022-11-03,-0.0199,264.0,11.0,9.0,0.4438,76.0,-0.183,-0.0022
2022-11-04,-0.0187,333.0,16.0,3.0,0.4438,106.0,-0.183,-0.0035
2022-11-05,-0.3003,1856.0,146.0,39.0,0.4438,222.0,-0.183,-0.5611
2022-11-06,-0.3003,1856.0,146.0,39.0,0.4438,222.0,-0.183,-0.5611
2022-11-07,-0.3003,1856.0,146.0,39.0,0.4438,222.0,-0.183,-0.5611
2022-11-08,-0.0068,136.0,3.0,2.0,0.4438,32.0,-0.183,-0.03
2022-11-09,0.0219,380.0,6.0,11.0,0.4438,66.0,-0.183,-0.1305
2022-11-10,-0.0296,1975.0,99.0,36.0,0.4438,540.0,-0.183,-0.2017
2022-11-11,-0.0624,1118.0,68.0,14.0,0.4438,236.0,-0.183,-0.2505
2022-11-12,-0.064,875.0,66.0,30.0,0.4438,236.0,-0.183,-0.3198
2022-11-13,-0.064,875.0,66.0,30.0,0.4438,236.0,-0.183,-0.3198
2022-11-14,-0.064,875.0,66.0,30.0,0.4438,236.0,-0.183,-0.3198
2022-11-15,-0.0046,675.0,8.0,7.0,0.4438,102.0,-0.183,-0.2592
2022-11-16,-0.0982,657.0,47.0,4.0,0.4438,137.0,-0.183,-0.0586
2022-11-17,-0.0233,482.0,15.0,6.0,0.4438,92.0,-0.183,-0.0017
2022-11-18,-0.0104,911.0,21.0,9.0,0.4438,186.0,-0.183,-0.4755
2022-11-19,-0.0583,820.0,48.0,4.0,0.4438,190.0,-0.183,-0.0956
2022-11-20,-0.0583,820.0,48.0,4.0,0.4438,190.0,-0.183,-0.0956
2022-11-21,-0.0583,820.0,48.0,4.0,0.4438,190.0,-0.183,-0.0956
2022-11-22,-0.0173,472.0,22.0,6.0,0.4438,162.0,-0.183,-0.4764
2022-11-23,-0.1244,1410.0,128.0,32.0,0.4438,332.0,-0.183,-0.4784
2022-11-24,-0.0149,953.0,35.0,32.0,0.4438,274.0,-0.183,-0.1876
2022-11-25,-0.0073,606.0,12.0,6.0,0.4438,132.0,-0.183,-0.0085
2022-11-26,-0.0516,229.0,9.0,4.0,0.4438,36.0,-0.183,-0.086
2022-11-27,-0.0516,229.0,9.0,4.0,0.4438,36.0,-0.183,-0.086
2022-11-28,-0.0516,229.0,9.0,4.0,0.4438,36.0,-0.183,-0.086
2022-11-29,0.0153,210.0,5.0,7.0,0.4438,50.0,-0.183,-0.0847
2022-11-30,-0.0245,429.0,14.0,6.0,0.4438,84.0,-0.183,-0.2032
2022-12-01,-0.0007,519.0,4.0,4.0,0.4438,133.0,-0.183,0.0
2022-12-02,-0.0066,423.0,8.0,7.0,0.4438,86.0,-0.183,-0.0248
2022-12-03,-0.0035,505.0,13.0,11.0,0.4438,188.0,-0.183,0.0041
2022-12-04,-0.0035,505.0,13.0,11.0,0.4438,188.0,-0.183,0.0041
2022-12-05,-0.0035,505.0,13.0,11.0,0.4438,188.0,-0.183,0.0041
2022-12-06,-0.0259,205.0,10.0,5.0,0.4438,56.0,-0.183,-0.6103
2022-12-07,-0.0195,348.0,12.0,2.0,0.4438,79.0,-0.183,-0.3786
2022-12-08,-0.024,415.0,13.0,6.0,0.4438,78.0,-0.183,-0.1791
2022-12-09,-0.3887,507.0,80.0,8.0,0.4438,98.0,-0.183,-0.8556
2022-12-10,-0.0149,473.0,16.0,11.0,0.4438,126.0,-0.183,-0.2591
2022-12-11,-0.0149,473.0,16.0,11.0,0.4438,126.0,-0.183,-0.2591
2022-12-12,-0.0149,473.0,16.0,11.0,0.4438,126.0,-0.183,-0.2591
2022-12-13,-0.015,228.0,9.0,4.0,0.4438,63.0,-0.183,-0.0406
2022-12-14,-0.0251,497.0,22.0,20.0,0.4438,116.0,-0.183,-0.0897
2022-12-15,-0.0536,1190.0,30.0,12.0,0.4438,123.0,-0.183,-0.5643
2022-12-16,0.0676,548.0,6.0,28.0,0.4438,93.0,-0.183,-0.1219
2022-12-17,-0.0321,509.0,25.0,15.0,0.4438,126.0,-0.183,-0.0199
2022-12-18,-0.0321,509.0,25.0,15.0,0.4438,126.0,-0.183,-0.0199
2022-12-19,-0.0321,509.0,25.0,15.0,0.4438,126.0,-0.183,-0.0199
2022-12-20,-0.029,170.0,9.0,5.0,0.4438,48.0,-0.183,0.0
2022-12-21,-0.0554,475.0,35.0,13.0,0.4438,136.0,-0.183,-0.0566
2022-12-22,0.0343,348.0,19.0,21.0,0.4438,97.0,-0.183,-0.1415
2022-12-23,-0.0094,276.0,8.0,6.0,0.4438,76.0,-0.183,-0.002
2022-12-24,-0.0395,301.0,13.0,8.0,0.4438,60.0,-0.183,-0.0078
2022-12-25,-0.0395,301.0,13.0,8.0,0.4438,60.0,-0.183,-0.0078
2022-12-26,-0.0395,301.0,13.0,8.0,0.4438,60.0,-0.183,-0.0078
2022-12-27,-0.0724,67.0,3.0,0.0,0.4438,9.0,-0.183,0.0
2022-12-28,0.0059,110.0,1.0,2.0,0.4438,23.0,-0.183,0.0
2022-12-29,-0.1563,334.0,24.0,4.0,0.4438,54.0,-0.183,-0.1376
2022-12-30,-0.0714,212.0,16.0,1.0,0.4438,54.0,-0.183,-0.1377
2022-12-31,0.0712,254.0,11.0,11.0,0.4438,34.0,-0.183,-0.1322
2023-01-01,0.0712,254.0,11.0,11.0,0.4438,34.0,-0.183,-0.1322
2023-01-02,0.0712,254.0,11.0,11.0,0.4438,34.0,-0.183,-0.1322
2023-01-03,-0.0078,111.0,4.0,0.0,0.4438,40.0,-0.183,0.0
2023-01-04,-0.0051,124.0,2.0,2.0,0.4438,29.0,-0.183,0.0
2023-01-05,0.0247,224.0,5.0,6.0,0.4438,33.0,-0.183,0.012
2023-01-06,-0.5012,950.0,161.0,90.0,0.4438,141.0,-0.183,-0.7481
2023-01-07,-0.2663,531.0,40.0,9.0,0.4438,65.0,-0.183,-0.4734
2023-01-08,-0.2663,531.0,40.0,9.0,0.4438,65.0,-0.183,-0.4734
2023-01-09,-0.2663,531.0,40.0,9.0,0.4438,65.0,-0.183,-0.4734
2023-01-10,-0.1448,189.0,12.0,8.0,0.4438,29.0,-0.183,0.327
2023-01-11,-0.6257,808.0,119.0,24.0,0.4438,93.0,-0.183,-0.0772
2023-01-12,-0.7798,1600.0,358.0,48.0,0.4438,186.0,-0.183,-0.1914
2023-01-13,-0.3156,704.0,89.0,27.0,0.4438,122.0,-0.183,-0.2632
2023-01-14,0.0644,706.0,25.0,26.0,0.4438,94.0,-0.183,0.0098
2023-01-15,0.0644,706.0,25.0,26.0,0.4438,94.0,-0.183,0.0098
2023-01-16,0.0644,706.0,25.0,26.0,0.4438,94.0,-0.183,0.0098
2023-01-17,0.003,153.0,2.0,3.0,0.4438,47.0,-0.183,-0.0246
2023-01-18,0.0497,226.0,5.0,11.0,0.4438,47.0,-0.183,-0.0873
2023-01-19,-0.109,651.0,29.0,26.0,0.4438,80.0,-0.183,-0.0667
2023-01-20,-0.1255,928.0,44.0,17.0,0.4438,109.0,-0.183,-0.0193
2023-01-21,-0.0278,639.0,14.0,8.0,0.4438,79.0,-0.183,-0.0291
2023-01-22,-0.0278,639.0,14.0,8.0,0.4438,79.0,-0.183,-0.0291
2023-01-23,-0.0278,639.0,14.0,8.0,0.4438,79.0,-0.183,-0.0291
2023-01-24,0.0191,216.0,6.0,10.0,0.4438,66.0,-0.183,-0.1363
2023-01-25,-0.0226,393.0,15.0,14.0,0.4438,92.0,-0.183,-0.0072
2023-01-26,-0.0149,371.0,12.0,6.0,0.4438,94.0,-0.183,-0.0213
2023-01-27,-0.2801,369.0,41.0,5.0,0.4438,68.0,-0.183,-0.096
2023-01-28,-0.2896,335.0,46.0,3.0,0.4438,72.0,-0.183,-0.0309
2023-01-29,-0.2896,335.0,46.0,3.0,0.4438,72.0,-0.183,-0.0309
2023-01-30,-0.2896,335.0,46.0,3.0,0.4438,72.0,-0.183,-0.0309
2023-01-31,0.0788,174.0,6.0,9.0,0.4438,28.0,-0.183,0.2214
2023-02-01,-0.0173,286.0,9.0,6.0,0.4438,62.0,-0.183,-0.0189
2023-02-02,0.0574,292.0,5.0,13.0,0.4438,49.0,-0.183,0.0627
2023-02-03,-0.1556,534.0,34.0,24.0,0.4438,78.0,-0.183,-0.4508
2023-02-04,0.1458,1021.0,13.0,46.0,0.4438,112.0,-0.183,0.1609
2023-02-05,0.1458,1021.0,13.0,46.0,0.4438,112.0,-0.183,0.1609
2023-02-06,0.1458,1021.0,13.0,46.0,0.4438,112.0,-0.183,0.1609
2023-02-07,0.023,188.0,2.0,6.0,0.4438,36.0,-0.183,-0.0045
2023-02-08,0.0316,376.0,11.0,13.0,0.4438,69.0,-0.183,-0.0231
2023-02-09,-0.4598,493.0,68.0,2.0,0.4438,71.0,-0.183,-0.0852
2023-02-10,-0.0201,385.0,16.0,12.0,0.4438,105.0,-0.183,-0.067
2023-02-11,-0.0573,969.0,50.0,5.0,0.4438,194.0,-0.183,-0.2008
2023-02-12,-0.0573,969.0,50.0,5.0,0.4438,194.0,-0.183,-0.2008
2023-02-13,-0.0573,969.0,50.0,5.0,0.4438,194.0,-0.183,-0.2008
2023-02-14,-0.008,219.0,9.0,4.0,0.4438,94.0,-0.183,-0.0121
2023-02-15,0.0088,389.0,7.0,10.0,0.4438,95.0,-0.183,-0.0379
2023-02-16,0.0357,557.0,12.0,20.0,0.4438,93.0,-0.183,-0.007
2023-02-17,0.0234,809.0,3.0,23.0,0.4438,136.0,-0.183,-0.0194
2023-02-18,-0.0067,748.0,9.0,8.0,0.4438,105.0,-0.183,-0.0545
2023-02-19,-0.0067,748.0,9.0,8.0,0.4438,105.0,-0.183,-0.0545
2023-02-20,-0.0067,748.0,9.0,8.0,0.4438,105.0,-0.183,-0.0545
2023-02-21,-0.0131,145.0,5.0,2.0,0.4438,41.0,-0.183,0.08
2023-02-22,0.0359,273.0,7.0,8.0,0.4438,37.0,-0.183,-0.0447
2023-02-23,-0.1831,2046.0,129.0,76.0,0.4438,267.0,-0.183,-0.5572
2023-02-24,0.0262,1311.0,39.0,41.0,0.4438,234.0,-0.183,-0.1185
2023-02-25,0.0029,934.0,16.0,26.0,0.4438,438.0,-0.183,-0.056
2023-02-26,0.0029,934.0,16.0,26.0,0.4438,438.0,-0.183,-0.056
2023-02-27,0.0029,934.0,16.0,26.0,0.4438,438.0,-0.183,-0.056
2023-02-28,-0.048,156.0,13.0,4.0,0.4438,55.0,-0.183,-0.0013
2023-03-01,-0.0034,424.0,12.0,10.0,0.4438,178.0,-0.183,-0.0097
2023-03-02,0.0238,832.0,7.0,21.0,0.4438,130.0,-0.183,0.0514
2023-03-03,-0.0476,550.0,37.0,11.0,0.4438,163.0,-0.183,-0.0565
2023-03-04,-0.0265,965.0,43.0,5.0,0.4438,242.0,-0.183,-0.2252
2023-03-05,-0.0265,965.0,43.0,5.0,0.4438,242.0,-0.183,-0.2252
2023-03-06,-0.0265,965.0,43.0,5.0,0.4438,242.0,-0.183,-0.2252
2023-03-07,-0.0147,154.0,6.0,4.0,0.4438,47.0,-0.183,0.0061
2023-03-08,-0.0181,505.0,16.0,12.0,0.4438,113.0,-0.183,-0.0684
2023-03-09,-0.0275,387.0,18.0,9.0,0.4438,101.0,-0.183,-0.0461
2023-03-10,-0.0075,584.0,14.0,5.0,0.4438,146.0,-0.183,-0.0175
2023-03-11,-0.0198,646.0,21.0,17.0,0.4438,131.0,-0.183,-0.1703
2023-03-12,-0.0198,646.0,21.0,17.0,0.4438,131.0,-0.183,-0.1703
2023-03-13,-0.0198,646.0,21.0,17.0,0.4438,131.0,-0.183,-0.1703
2023-03-14,-0.0088,584.0,20.0,8.0,0.4438,190.0,-0.183,-0.003
2023-03-15,-0.0189,774.0,30.0,13.0,0.4438,201.0,-0.183,-0.0346
2023-03-16,0.0042,663.0,8.0,11.0,0.4438,154.0,-0.183,-0.0267
2023-03-17,0.0025,539.0,4.0,8.0,0.4438,136.0,-0.183,0.0142
2023-03-18,0.0125,558.0,9.0,10.0,0.4438,76.0,-0.183,-0.0105
2023-03-19,0.0125,558.0,9.0,10.0,0.4438,76.0,-0.183,-0.0105
2023-03-20,0.0125,558.0,9.0,10.0,0.4438,76.0,-0.183,-0.0105
2023-03-21,0.0105,377.0,3.0,8.0,0.4438,73.0,-0.183,0.0355
2023-03-22,0.0077,509.0,8.0,13.0,0.4438,140.0,-0.183,0.0179
2023-03-23,0.0243,1028.0,28.0,33.0,0.4438,200.0,-0.183,0.0786
2023-03-24,-0.0474,3451.0,211.0,37.0,0.4438,913.0,-0.183,-0.6531
2023-03-25,-0.1002,2118.0,176.0,35.0,0.4438,516.0,-0.183,-0.6436
2023-03-26,-0.1002,2118.0,176.0,35.0,0.4438,516.0,-0.183,-0.6436
2023-03-27,-0.1002,2118.0,176.0,35.0,0.4438,516.0,-0.183,-0.6436
2023-03-28,-0.0239,274.0,20.0,9.0,0.4438,114.0,-0.183,-0.0946
2023-03-29,-0.0452,818.0,44.0,10.0,0.4438,188.0,-0.183,-0.3878
2023-03-30,-0.0111,520.0,16.0,4.0,0.4438,144.0,-0.183,-0.1392
2023-03-31,-0.0068,508.0,12.0,8.0,0.4438,127.0,-0.183,-0.0182
2023-04-01,-0.0034,348.0,8.0,2.0,0.4438,122.0,-0.183,-0.0085
2023-04-02,-0.0034,348.0,8.0,2.0,0.4438,122.0,-0.183,-0.0085
2023-04-03,-0.0034,348.0,8.0,2.0,0.4438,122.0,-0.183,-0.0085
2023-04-04,-0.0118,203.0,8.0,2.0,0.4438,66.0,-0.183,0.0
2023-04-05,0.0357,386.0,10.0,12.0,0.4438,62.0,-0.183,0.0767
2023-04-06,-0.05,388.0,24.0,5.0,0.4438,100.0,-0.183,-0.0943
2023-04-07,-0.016,509.0,16.0,3.0,0.4438,114.0,-0.183,-0.0101
2023-04-08,0.0095,391.0,6.0,11.0,0.4438,101.0,-0.183,-0.1124
2023-04-09,0.0095,391.0,6.0,11.0,0.4438,101.0,-0.183,-0.1124
2023-04-10,0.0095,391.0,6.0,11.0,0.4438,101.0,-0.183,-0.1124
2023-04-11,0.0125,135.0,4.0,5.0,0.4438,39.0,-0.183,0.0
2023-04-12,0.0206,617.0,23.0,26.0,0.4438,164.0,-0.183,0.1522
2023-04-13,0.0299,663.0,9.0,30.0,0.4438,163.0,-0.183,0.146
2023-04-14,-0.0383,505.0,20.0,7.0,0.4438,91.0,-0.183,-0.0336
2023-04-15,0.0087,732.0,8.0,14.0,0.4438,131.0,-0.183,0.0083
2023-04-16,0.0087,732.0,8.0,14.0,0.4438,131.0,-0.183,0.0083
2023-04-17,0.0087,732.0,8.0,14.0,0.4438,131.0,-0.183,0.0083
2023-04-18,-0.0136,168.0,7.0,1.0,0.4438,58.0,-0.183,-0.0012
2023-04-19,-0.0082,508.0,19.0,10.0,0.4438,192.0,-0.183,0.0002
2023-04-20,-0.0008,564.0,8.0,5.0,0.4438,260.0,-0.183,-0.0021
2023-04-21,-0.0079,560.0,28.0,6.0,0.4438,285.0,-0.183,-0.0098
2023-04-22,-0.0053,555.0,21.0,8.0,0.4438,263.0,-0.183,-0.0193
2023-04-23,-0.0053,555.0,21.0,8.0,0.4438,263.0,-0.183,-0.0193
2023-04-24,-0.0053,555.0,21.0,8.0,0.4438,263.0,-0.183,-0.0193
2023-04-25,-0.0183,153.0,10.0,2.0,0.4438,71.0,-0.183,0.0
2023-04-26,-0.0146,973.0,44.0,14.0,0.4438,336.0,-0.183,-0.0339
2023-04-27,-0.0363,554.0,38.0,11.0,0.4438,188.0,-0.183,-0.0486
2023-04-28,-0.0097,584.0,20.0,12.0,0.4438,180.0,-0.183,-0.0736
2023-04-29,-0.0098,720.0,39.0,7.0,0.4438,358.0,-0.183,-0.1888
2023-04-30,-0.0098,720.0,39.0,7.0,0.4438,358.0,-0.183,-0.1888
2023-05-01,-0.0098,720.0,39.0,7.0,0.4438,358.0,-0.183,-0.1888
2023-05-02,-0.0186,185.0,15.0,1.0,0.4438,106.0,-0.183,-0.0079
2023-05-03,-0.1984,817.0,99.0,13.0,0.4438,199.0,-0.183,-0.6897
2023-05-04,-0.0424,988.0,82.0,18.0,0.4438,368.0,-0.183,-0.207
2023-05-05,-0.0254,645.0,46.0,5.0,0.4438,259.0,-0.183,-0.3251
2023-05-06,0.0622,1353.0,78.0,78.0,0.4438,280.0,-0.183,-0.3221
2023-05-07,0.0622,1353.0,78.0,78.0,0.4438,280.0,-0.183,-0.3221
2023-05-08,0.0622,1353.0,78.0,78.0,0.4438,280.0,-0.183,-0.3221
2023-05-09,-0.0057,304.0,12.0,9.0,0.4438,140.0,-0.183,-0.0648
2023-05-10,-0.0106,520.0,25.0,11.0,0.4438,214.0,-0.183,-0.0147
2023-05-11,-0.2323,448.0,70.0,6.0,0.4438,125.0,-0.183,-0.0051
2023-05-12,-0.0277,426.0,25.0,9.0,0.4438,134.0,-0.183,-0.0647
2023-05-13,-0.0084,461.0,20.0,6.0,0.4438,200.0,-0.183,-0.0226
2023-05-14,-0.0084,461.0,20.0,6.0,0.4438,200.0,-0.183,-0.0226
2023-05-15,-0.0084,461.0,20.0,6.0,0.4438,200.0,-0.183,-0.0226
2023-05-16,-0.0021,225.0,5.0,2.0,0.4438,93.0,-0.183,0.0011
2023-05-17,-0.0033,462.0,13.0,5.0,0.4438,200.0,-0.183,-0.0105
2023-05-18,-0.0093,472.0,22.0,6.0,0.4438,202.0,-0.183,-0.0434
2023-05-19,-0.0013,324.0,5.0,3.0,0.4438,119.0,-0.183,-0.0022
2023-05-20,-0.0013,369.0,7.0,1.0,0.4438,166.0,-0.183,-0.0106
2023-05-21,-0.0013,369.0,7.0,1.0,0.4438,166.0,-0.183,-0.0106
2023-05-22,-0.0013,369.0,7.0,1.0,0.4438,166.0,-0.183,-0.0106
2023-05-23,-0.0067,126.0,5.0,1.0,0.4438,50.0,-0.183,-0.0696
2023-05-24,0.0032,245.0,5.0,5.0,0.4438,85.0,-0.183,0.0029
2023-05-25,-0.011,265.0,10.0,2.0,0.4438,84.0,-0.183,-0.0074
2023-05-26,-0.0121,240.0,13.0,2.0,0.4438,107.0,-0.183,-0.0117
2023-05-27,-0.0114,275.0,14.0,2.0,0.4438,114.0,-0.183,-0.0211
2023-05-28,-0.0114,275.0,14.0,2.0,0.4438,114.0,-0.183,-0.0211
2023-05-29,-0.0114,275.0,14.0,2.0,0.4438,114.0,-0.183,-0.0211
2023-05-30,-0.0068,105.0,3.0,2.0,0.4438,31.0,-0.183,0.0
2023-05-31,-0.0394,115.0,6.0,5.0,0.4438,26.0,-0.183,0.0072
2023-06-01,-0.011,426.0,21.0,9.0,0.4438,174.0,-0.183,0.0301
2023-06-02,-0.0101,308.0,10.0,6.0,0.4438,96.0,-0.183,-0.0018
2023-06-03,-0.0063,357.0,8.0,6.0,0.4438,89.0,-0.183,-0.0494
2023-06-04,-0.0063,357.0,8.0,6.0,0.4438,89.0,-0.183,-0.0494
2023-06-05,-0.0063,357.0,8.0,6.0,0.4438,89.0,-0.183,-0.0494
2023-06-06,-0.0132,143.0,7.0,2.0,0.4438,58.0,-0.183,0.0
2023-06-07,-0.0385,1185.0,68.0,6.0,0.4438,319.0,-0.183,-0.3984
2023-06-08,-0.3236,6347.0,1248.0,66.0,0.4438,1778.0,-0.183,-0.9781
2023-06-09,-0.0927,1811.0,280.0,58.0,0.4438,814.0,-0.183,-0.8206
2023-06-10,-0.1652,979.0,192.0,10.0,0.4438,413.0,-0.183,-0.609
2023-06-11,-0.1652,979.0,192.0,10.0,0.4438,413.0,-0.183,-0.609
2023-06-12,-0.1652,979.0,192.0,10.0,0.4438,413.0,-0.183,-0.609
2023-06-13,-0.0428,479.0,65.0,1.0,0.4438,280.0,-0.183,-0.6392
2023-06-14,-0.081,622.0,71.0,6.0,0.4438,223.0,-0.183,-0.3947
2023-06-15,-0.0238,519.0,39.0,7.0,0.4438,227.0,-0.183,-0.1747
2023-06-16,-0.0186,481.0,31.0,4.0,0.4438,215.0,-0.183,-0.2086
2023-06-17,-0.0155,791.0,47.0,11.0,0.4438,344.0,-0.183,-0.1095
2023-06-18,-0.0155,791.0,47.0,11.0,0.4438,344.0,-0.183,-0.1095
2023-06-19,-0.0155,791.0,47.0,11.0,0.4438,344.0,-0.183,-0.1095
2023-06-20,-0.0076,174.0,9.0,4.0,0.4438,101.0,-0.183,0.0326
2023-06-21,-0.0113,296.0,12.0,5.0,0.4438,106.0,-0.183,-0.2012
2023-06-22,-0.0135,516.0,22.0,15.0,0.4438,175.0,-0.183,-0.0281
2023-06-23,-0.0246,573.0,25.0,12.0,0.4438,150.0,-0.183,-0.0118
2023-06-24,-0.0141,402.0,15.0,6.0,0.4438,119.0,-0.183,-0.0645
2023-06-25,-0.0141,402.0,15.0,6.0,0.4438,119.0,-0.183,-0.0645
2023-06-26,-0.0141,402.0,15.0,6.0,0.4438,119.0,-0.183,-0.0645
2023-06-27,-0.0133,190.0,10.0,6.0,0.4438,83.0,-0.183,-0.0149
2023-06-28,-0.013,515.0,20.0,14.0,0.4438,161.0,-0.183,-0.0202
2023-06-29,0.0367,699.0,6.0,27.0,0.4438,132.0,-0.183,-0.0185
