,Returns
2015-02-08,-0.019248477480192427
2015-02-09,-0.014890187808608069
2015-02-10,-0.0012319433610068486
2015-02-11,-0.0029793698690667725
2015-02-12,0.011697676548012126
2015-02-13,0.059787107445751886
2015-02-14,0.08892349379425557
2015-02-15,-0.09148384584019986
2015-02-16,-0.004190582960673872
2015-02-17,0.04091862847771832
2015-02-18,-0.030356363592726865
2015-02-19,0.016605190341726583
2015-02-20,0.01444469055157871
2015-02-21,0.003092238871982289
2015-02-22,-0.03561998071591699
2015-02-23,0.012277195944320418
2015-02-24,-0.0006574070841036672
2015-02-25,-0.005312847871439708
2015-02-26,-0.004406063968622753
2015-02-27,0.07102164294766755
2015-02-28,0.001712282492501771
2015-03-01,0.02308907017458761
2015-03-02,0.057746310397056355
2015-03-03,0.021645212985012208
2015-03-04,-0.03104098668249211
2015-03-05,0.011236844892018816
2015-03-06,-0.012589019563884918
2015-03-07,0.012889423033743519
2015-03-08,-0.0069267640018955134
2015-03-09,0.0541055553911578
2015-03-10,0.007406767027843486
2015-03-11,0.01570745332394985
2015-03-12,-0.006855895378802934
2015-03-13,-0.031112180379341048
2015-03-14,-0.012171736547596623
2015-03-15,0.015865791211225222
2015-03-16,0.014558606023415521
2015-03-17,-0.01766405904477253
2015-03-18,-0.10791478367740215
2015-03-19,0.01789976631377943
2015-03-20,0.0031414604385737732
2015-03-21,-0.006608245488491704
2015-03-22,0.030059926984876917
2015-03-23,-0.00456331916804853
2015-03-24,-0.0825905218532661
2015-03-25,0.002448211017894053
2015-03-26,0.009439546802021859
2015-03-27,-0.006065833740133364
2015-03-28,0.023085000457077953
2015-03-29,-0.040711102459654924
2015-03-30,0.019635966134509353
2015-03-31,-0.013429797994593429
2015-04-01,0.012403125199170972
2015-04-02,0.022920312531112152
2015-04-03,0.005191934481622695
2015-04-04,-0.0024605390743541733
2015-04-05,0.02683829306360952
2015-04-06,-0.019787843949012895
2015-04-07,-0.00909044591944319
2015-04-08,-0.03275265389486304
2015-04-09,-0.005508562383289117
2015-04-10,-0.03170258338758991
2015-04-11,0.0020311955561362893
2015-04-12,-0.0016881656356906305
2015-04-13,-0.05021671457956245
2015-04-14,-0.0244657067673959
2015-04-15,0.021102726636105906
2015-04-16,0.02095542078042989
2015-04-17,-0.02521312519580743
2015-04-18,0.0021244232660846407
2015-04-19,-0.003390457413688708
2015-04-20,0.0090603622167853
2015-04-21,0.04629269993654095
2015-04-22,-0.0046565809108258804
2015-04-23,0.009714594733087445
2015-04-24,-0.022210307810531127
2015-04-25,-0.021318061379512088
2015-04-26,-0.031225931376802407
2015-04-27,0.043936871246001985
2015-04-28,-0.015076931389111259
2015-04-29,-0.000208106801160568
2015-04-30,0.04476096650210959
2015-05-01,-0.0173682328997824
2015-05-02,0.012209757927329257
2015-05-03,0.02284191943443492
2015-05-04,-0.005590600314612892
2015-05-05,-0.012194490570728078
2015-05-06,-0.0272133715324534
2015-05-07,0.03233740691424458
2015-05-08,0.027138189042092087
2015-05-09,-0.008363345997192795
2015-05-10,-0.006371754642038319
2015-05-11,0.00771890674817044
2015-05-12,-0.0043288715343843265
2015-05-13,-0.019833570375609177
2015-05-14,0.0023325383734178473
2015-05-15,0.002849091256635461
2015-05-16,-0.006129713522271096
2015-05-17,0.0027444576335682314
2015-05-18,-0.01563667256272261
2015-05-19,-0.005078760472612132
2015-05-20,0.008889134295102963
2015-05-21,0.005650190252098675
2015-05-22,0.021039654392676077
2015-05-23,-0.006160084501104279
2015-05-24,0.008674087312006584
2015-05-25,-0.01607773483048547
2015-05-26,2.529049072919065e-05
2015-05-27,0.0007040801201423363
2015-05-28,0.000526658396228008
2015-05-29,-0.0013151069966266249
2015-05-30,-0.01594704270682712
2015-05-31,-0.013612984892928282
2015-06-01,-0.03206521063768797
2015-06-02,0.012823055324273192
2015-06-03,0.00031438017957174935
2015-06-04,-0.006885832118475932
2015-06-05,0.0027955694507655338
2015-06-06,0.002960722881836908
2015-06-07,-0.012209768590978776
2015-06-08,0.0248500802334366
2015-06-09,0.002443544510369655
2015-06-10,-0.0010702625984198022
2015-06-11,0.00393454085390843
2015-06-12,0.0012051366843479627
2015-06-13,0.010467578165981095
2015-06-14,0.004897611391449175
2015-06-15,0.013946807230270863
2015-06-16,0.05772152352003612
2015-06-17,-0.006441746888821598
2015-06-18,-0.0011117713391541884
2015-06-19,-0.017832259441455278
2015-06-20,0.002474401130183601
2015-06-21,-0.005184473648919052
2015-06-22,0.01240918046262518
2015-06-23,-0.010967245914400792
2015-06-24,-0.015598171178905496
2015-06-25,0.00945146884397463
2015-06-26,0.003268956967133363
2015-06-27,0.02991023864998521
2015-06-28,-0.00791604101802168
2015-06-29,0.0318279845169851
2015-06-30,0.023102661546717584
2015-07-01,-0.017064046599051252
2015-07-02,-0.012485740380607346
2015-07-03,0.003611140537128854
2015-07-04,0.017594399701258645
2015-07-05,0.041398663649037104
2015-07-06,-0.010659248530481946
2015-07-07,-0.010548688624993474
2015-07-08,0.017050957210580364
2015-07-09,-0.005766569135055022
2015-07-10,0.05655863250545501
2015-07-11,0.028447765197700647
2015-07-12,0.05880019194966213
2015-07-13,-0.06242651475623262
2015-07-14,-0.015841069719805922
2015-07-15,-0.005703832709607504
2015-07-16,-0.027452597215516406
2015-07-17,0.004960886812377829
2015-07-18,-0.016491018120761147
2015-07-19,-0.004692632405765451
2015-07-20,0.019425230515445868
2015-07-21,-0.011347996066651156
2015-07-22,0.005022936197976335
2015-07-23,-0.0042401477702131984
2015-07-24,0.043346917965857656
2015-07-25,0.0014523190754855975
2015-07-26,0.013722713943767673
2015-07-27,0.0031996352966512376
2015-07-28,0.0027310880836211027
2015-07-29,-0.016564984356815415
2015-07-30,-0.0064714333140720726
2015-07-31,-0.010734349613804817
2015-08-01,-0.010769111724396652
2015-08-02,0.0035908351551849904
2015-08-03,-0.004919921450150966
2015-08-04,0.014091618850608612
2015-08-05,-0.011765251841824309
2015-08-06,-0.011794015540393943
2015-08-07,0.003611842885058003
2015-08-08,-0.06879738173945338
2015-08-09,0.015534065416502152
2015-08-10,-0.0023151860348411546
2015-08-11,0.022122689185006372
2015-08-12,-0.014941646019162036
2015-08-13,-0.008656834399337399
2015-08-14,0.006040512802955256
2015-08-15,-0.01566327593274064
2015-08-16,-0.011706545070411245
2015-08-17,-0.0020561200546929115
2015-08-18,-0.20063416232442677
2015-08-19,0.0713245563578564
2015-08-20,0.037516791304678776
2015-08-21,-0.011886837538968464
2015-08-22,-0.009413433789144499
2015-08-23,-0.009686912182081286
2015-08-24,-0.08062473359634037
2015-08-25,0.05145266189809483
2015-08-26,0.018872365248561174
2015-08-27,-0.004713708157641605
2015-08-28,0.029057315980820952
2015-08-29,-0.007008187531501342
2015-08-30,-0.0044445267445754055
2015-08-31,0.005644959118663806
2015-09-01,-0.008446556918348946
2015-09-02,0.005085195369725959
2015-09-03,-0.009205540744851248
2015-09-04,0.01361828629261641
2015-09-05,0.02029220950741273
2015-09-06,0.0203056690919432
2015-09-07,2.9201476094975476e-05
2015-09-08,0.015555028445460195
2015-09-09,-0.022579945075460905
2015-09-10,0.0012965866748837485
2015-09-11,0.00681174434529197
2015-09-12,-0.02052511060196771
2015-09-13,-0.02025663112683329
2015-09-14,0.0005724908294615361
2015-09-15,-0.0014752050165762753
2015-09-16,-0.005280859583558062
2015-09-17,0.0031335504931133684
2015-09-18,0.013678307924647193
2015-09-19,-0.006381558728588921
2015-09-20,-0.001214556289713009
2015-09-21,-0.018010636554185666
2015-09-22,0.01543821932437428
2015-09-23,-0.0014536376070193313
2015-09-24,0.018270269270815653
2015-09-25,0.0026188032116554183
2015-09-26,-0.003425043884538681
2015-09-27,-0.006778029461708357
2015-09-28,0.02706250346100969
2015-09-29,-0.01031893239891879
2015-09-30,-0.002652578554447338
2015-10-01,0.006287901367532989
2015-10-02,-0.0010782396311617148
2015-10-03,0.00603752692685422
2015-10-04,-0.0019748597834947645
2015-10-05,0.0088751378666716
2015-10-06,0.023354148687660725
2015-10-07,-0.01265377602231954
2015-10-08,-0.0027406993970222615
2015-10-09,0.006692257742013652
2015-10-10,0.004131944378731767
2015-10-11,0.008573415850475996
2015-10-12,-0.007076199258949423
2015-10-13,0.016976402807395097
2015-10-14,0.009894468274496582
2015-10-15,0.009207915934275057
2015-10-16,0.033062418315287445
2015-10-17,0.029133814880569098
2015-10-18,-0.0338085789053455
2015-10-19,0.006833295002768303
2015-10-20,0.022616842061920828
2015-10-21,-0.011912782119455123
2015-10-22,0.028693727253368273
2015-10-23,0.008984280367577924
2015-10-24,0.018482975533646417
2015-10-25,0.00716747871519452
2015-10-26,0.005694398925500721
2015-10-27,0.029317184247969585
2015-10-28,0.036200170596791814
2015-10-29,0.02987256054086007
2015-10-30,0.0441282528852005
2015-10-31,-0.043137922471269796
2015-11-01,0.03522899562797299
2015-11-02,0.10425089733390269
2015-11-03,0.11056939286686607
2015-11-04,0.019991331284303193
2015-11-05,-0.0632080206022696
2015-11-06,-0.031242361543841746
2015-11-07,0.03157358504810137
2015-11-08,-0.03452072206175405
2015-11-09,0.018282750549876603
2015-11-10,-0.12130161493200742
2015-11-11,-0.07948267475756055
2015-11-12,0.08343250231798294
2015-11-13,-0.004145825976570983
2015-11-14,-0.011489510937649605
2015-11-15,-0.039020620675381146
2015-11-16,0.032526283053829985
2015-11-17,0.013045224166090108
2015-11-18,-0.0015051812647568497
2015-11-19,-0.025551598987974877
2015-11-20,-0.012734415693713252
2015-11-21,0.01511703431131739
2015-11-22,-0.007340407360659995
2015-11-23,-0.00460180604072935
2015-11-24,-0.00932999277102109
2015-11-25,0.02517673649736185
2015-11-26,0.07193100419943832
2015-11-27,0.01507783125161044
2015-11-28,-0.0018478030727120398
2015-11-29,0.03819174564629346
2015-11-30,0.01610210351494601
2015-12-01,-0.040104933740255255
2015-12-02,-0.009148211621262448
2015-12-03,0.005162169451390142
2015-12-04,0.005901531467588761
2015-12-05,0.06854136502537322
2015-12-06,-0.00042692245829734077
2015-12-07,0.0172205138958752
2015-12-08,0.04939236490664456
2015-12-09,0.004801203895183015
2015-12-10,-0.005003322142095534
2015-12-11,0.0841128954484418
2015-12-12,-0.03820582051168042
2015-12-13,-0.0028592860113265672
2015-12-14,0.023754533912740072
2015-12-15,0.046493117218615154
2015-12-16,-0.022575188405546953
2015-12-17,0.0025115213867517028
2015-12-18,0.01639276364644271
2015-12-19,-0.0027950191188734763
2015-12-20,-0.043403147811036824
2015-12-21,-0.009181682084783205
2015-12-22,-0.004723479133980746
2015-12-23,0.013263423371260963
2015-12-24,0.028047706368313108
2015-12-25,0.0014671689620477935
2015-12-26,-0.08798853937524864
2015-12-27,0.013210598374461036
2015-12-28,-0.001287433775797986
2015-12-29,0.025032256844191636
2015-12-30,-0.014804794390454568
2015-12-31,0.009209236604592164
2016-01-01,0.0087109452403622
2016-01-02,-0.0020651206226824925
2016-01-03,-0.007937979079086332
2016-01-04,0.007137117514958824
2016-01-05,-0.002614903893656262
2016-01-06,-0.006631301754832286
2016-01-07,0.06527232134918748
2016-01-08,-0.010574244034119218
2016-01-09,-0.012475212401744429
2016-01-10,0.0008486021915263819
2016-01-11,0.0009750167059738857
2016-01-12,-0.028817166747445278
2016-01-13,-0.007646965823602692
2016-01-14,-0.004787438127617172
2016-01-15,-0.16643380526657747
2016-01-16,0.06174599774960399
2016-01-17,-0.013605721094879897
2016-01-18,0.01265565113903655
2016-01-19,-0.01829545901698637
2016-01-20,0.10023896012970912
2016-01-21,-0.024006242647882203
2016-01-22,-0.07008821442776725
2016-01-23,0.012984866282223173
2016-01-24,0.03917200387198161
2016-01-25,-0.028301970204966054
2016-01-26,0.0010894589086651862
2016-01-27,0.007162729626808861
2016-01-28,-0.03788334415456074
2016-01-29,-0.002145413118275208
2016-01-30,-0.0032174964557381003
2016-01-31,-0.025403580608563736
2016-02-01,0.01156353811667632
2016-02-02,0.00372439452940565
2016-02-03,-0.012087764139590895
2016-02-04,0.05173998404095492
2016-02-05,-0.00784648837057933
2016-02-06,-0.026282180931772814
2016-02-07,0.0002602216956022474
2016-02-08,-0.008460639214486143
2016-02-09,0.006890176622256661
2016-02-10,0.014835057495083959
2016-02-11,-0.005241013735836297
2016-02-12,0.012066925497951964
2016-02-13,0.01957738050316582
2016-02-14,0.0384735676102439
2016-02-15,-0.017451229283921066
2016-02-16,0.018084566484096065
2016-02-17,0.021447477040665852
2016-02-18,0.0144297987573756
2016-02-19,-0.003766753265905365
2016-02-20,0.038186390982013485
2016-02-21,0.003730765878716902
2016-02-22,-0.0023958099741205885
2016-02-23,-0.03963782937665261
2016-02-24,0.009977708754210113
2016-02-25,-0.0009675826813184685
2016-02-26,0.01776173016747684
2016-02-27,0.0008488879767352131
2016-02-28,0.002274733499286974
2016-02-29,0.009625851196028101
2016-03-01,-0.005898152327930006
2016-03-02,-0.02592117345278666
2016-03-03,-0.005529583775895297
2016-03-04,-0.025733186267470565
2016-03-05,-0.02555622265816382
2016-03-06,0.017660229918132764
2016-03-07,0.01609228951048891
2016-03-08,-0.0008427683488401172
2016-03-09,0.0021427764853756415
2016-03-10,0.00545927121582146
2016-03-11,0.01087010289601853
2016-03-12,-0.0241601586229514
2016-03-13,0.005912678130918003
2016-03-14,0.005714590613499659
2016-03-15,0.0009408697604209593
2016-03-16,0.00043413495998567697
2016-03-17,0.008619628357029008
2016-03-18,-0.02667807324424576
2016-03-19,0.0021853785050236496
2016-03-20,0.008034521831448593
2016-03-21,-0.0010833482479979395
2016-03-22,0.011503628063921134
2016-03-23,-0.00011482461319456405
2016-03-24,-0.003947520896867118
2016-03-25,0.0018786395368985964
2016-03-26,0.0018392655901022792
2016-03-27,0.020883682321596098
2016-03-28,-0.005955455919149699
2016-03-29,-0.01835323371311315
2016-03-30,-0.004089783762666777
2016-03-31,0.004601068441725253
2016-04-01,0.0029495739086859984
2016-04-02,0.006945378098913935
2016-04-03,7.366763457916647e-05
2016-04-04,0.001282150902153667
2016-04-05,0.006117294209925461
2016-04-06,-0.0014561557733854258
2016-04-07,-0.0015788999563630668
2016-04-08,-0.005683832552028534
2016-04-09,-0.002233944604240534
2016-04-10,0.005120221902404687
2016-04-11,0.002177619762901095
2016-04-12,0.006386920242425376
2016-04-13,-0.003430212977198366
2016-04-14,0.0012924383800099193
2016-04-15,0.01271921454071201
2016-04-16,0.001996962758353149
2016-04-17,-0.007396563983103732
2016-04-18,0.002785119886191012
2016-04-19,0.0160123759529327
2016-04-20,0.013411121805217086
2016-04-21,0.018042370819080666
2016-04-22,-0.008239869878302386
2016-04-23,0.010144991001068249
2016-04-24,0.018206143015635057
2016-04-25,0.006241458369899533
2016-04-26,0.010054896687550219
2016-04-27,-0.04700588971564468
2016-04-28,0.009676665628468584
2016-04-29,0.013463193902922832
2016-04-30,-0.015007762991123386
2016-05-01,0.007902806121518502
2016-05-02,-0.0160753934680109
2016-05-03,0.012592678802025858
2016-05-04,-0.007986434929728503
2016-05-05,0.0028032456633386715
2016-05-06,0.02562337748220056
2016-05-07,-0.002324237518540606
2016-05-08,2.6155527756976937e-05
2016-05-09,0.0042109578579276885
2016-05-10,-0.021041470263289952
2016-05-11,0.004057024567579504
2016-05-12,0.004491484985559069
2016-05-13,0.00198591116630098
2016-05-14,2.143133023047028e-06
2016-05-15,0.004154456691545683
2016-05-16,-0.007469340532431978
2016-05-17,-0.0008370650055065099
2016-05-18,0.0018405921427779859
2016-05-19,-0.03560968804456888
2016-05-20,0.008988122730631432
2016-05-21,0.0011559189106851164
2016-05-22,-0.008759131625917682
2016-05-23,0.010938696675652615
2016-05-24,0.004102724435104399
2016-05-25,0.008079749908501022
2016-05-26,0.008383382240354287
2016-05-27,0.04333640303418651
2016-05-28,0.11287657646153537
2016-05-29,-0.007208408249861797
2016-05-30,0.014397124792801641
2016-05-31,-0.0046524887371504065
2016-06-01,0.010360414042520638
2016-06-02,0.0019574102710908647
2016-06-03,0.0564147858021844
2016-06-04,0.0061878736237028775
2016-06-05,0.003920876676725804
2016-06-06,0.018199331047312306
2016-06-07,-0.015385797185729189
2016-06-08,0.00871677354499134
2016-06-09,-0.012133965657505463
2016-06-10,0.004930078348693634
2016-06-11,0.04942247784544396
2016-06-12,0.10334540197584108
2016-06-13,0.04588794913443195
2016-06-14,-0.027077676729200917
2016-06-15,0.012912921843862613
2016-06-16,0.09843663970118577
2016-06-17,-0.022966679788031463
2016-06-18,0.009724105855092091
2016-06-19,0.00993952443153745
2016-06-20,-0.03538659489137963
2016-06-21,-0.10062637470045921
2016-06-22,-0.11183281125116817
2016-06-23,0.045678166593958736
2016-06-24,0.0641230882631163
2016-06-25,-0.00026461587682646837
2016-06-26,-0.05525740531723855
2016-06-27,0.04034047275833963
2016-06-28,-0.012707228240071089
2016-06-29,-0.01105149439629649
2016-06-30,0.05094960079975497
2016-07-01,0.004384970078765704
2016-07-02,0.03972412820578164
2016-07-03,-0.0661414652854635
2016-07-04,0.0372500816003587
2016-07-05,-0.019250508084877715
2016-07-06,0.00994694898291204
2016-07-07,-0.05581413144886582
2016-07-08,0.03972872871268418
2016-07-09,-0.023626432892049465
2016-07-10,-0.002460990247985073
2016-07-11,-0.0026229218977027458
2016-07-12,0.02574734485411767
2016-07-13,-0.015288944121917503
2016-07-14,0.0055007510560551864
2016-07-15,0.00783606920163038
2016-07-16,-0.0037582138956775424
2016-07-17,0.027895545199186245
2016-07-18,-0.009394022492954512
2016-07-19,-0.000359598492436497
2016-07-20,-0.010726667292042968
2016-07-21,-0.0010114604291144857
2016-07-22,-0.021880875640585273
2016-07-23,0.007559530760041788
2016-07-24,0.008701094514186991
2016-07-25,-0.010929235856856678
2016-07-26,-0.0035424219096125142
2016-07-27,0.003932203843779902
2016-07-28,0.0010432110288771668
2016-07-29,0.002983220215593718
2016-07-30,-0.002964864225579511
2016-07-31,-0.04746581641342207
2016-08-01,-0.02991248274860503
2016-08-02,-0.10203010339079022
2016-08-03,0.033922473824014254
2016-08-04,0.020852690662256812
2016-08-05,-0.005628873840730186
2016-08-06,0.02190447893396641
2016-08-07,0.008322149488365405
2016-08-08,-0.002764089776312595
2016-08-09,-0.005518912614127736
2016-08-10,0.007292153979075344
2016-08-11,-0.005050762660932406
2016-08-12,-0.002653187514032318
2016-08-13,-0.0033602099289042897
2016-08-14,-0.026150611665026524
2016-08-15,-0.005683403271326881
2016-08-16,0.017820376550906403
2016-08-17,-0.007340238932528997
2016-08-18,0.001920622984813214
2016-08-19,0.002281863684742369
2016-08-20,0.010484628874761981
2016-08-21,-0.000669022229165428
2016-08-22,0.009323223506195077
2016-08-23,-0.005705201028606055
2016-08-24,-0.005556871584669665
2016-08-25,-0.00418159451696809
2016-08-26,0.0032659352920632045
2016-08-27,-0.01688278823394196
2016-08-28,0.006932640596470918
2016-08-29,0.00033972840024976136
2016-08-30,0.005897840381638986
2016-08-31,-0.0035230737927989253
2016-09-01,-0.005522013463223452
2016-09-02,0.0056349620901192665
2016-09-03,0.038641668590061684
2016-09-04,0.017271891548303664
2016-09-05,-0.0033639020321434288
2016-09-06,0.006320259493134195
2016-09-07,0.0067071261444615615
2016-09-08,0.018974462843429407
2016-09-09,-0.005531585770423675
2016-09-10,0.0010397382473277261
2016-09-11,-0.02729741326030144
2016-09-12,0.00250870010242199
2016-09-13,0.0016395239549114038
2016-09-14,0.0023657090055397845
2016-09-15,-0.005795513908027239
2016-09-16,-0.00029981489520380933
2016-09-17,-0.0016307484363773384
2016-09-18,0.006398819300182268
2016-09-19,-0.0010614932563646207
2016-09-20,-0.0015029961233068434
2016-09-21,-0.018521286090436462
2016-09-22,-0.0014261435254931953
2016-09-23,0.010914608078407717
2016-09-24,-0.0003599932414832807
2016-09-25,-0.0029897562714502612
2016-09-26,0.011940295680518354
2016-09-27,-0.0030917504072913715
2016-09-28,-0.002375086351408484
2016-09-29,0.0015944303814814376
2016-09-30,0.006651166765530903
2016-10-01,0.0069427810234241605
2016-10-02,-0.005046962251340936
2016-10-03,0.0020293406888400867
2016-10-04,-0.0031562781033382947
2016-10-05,0.0037735852395117675
2016-10-06,0.0008323076058101009
2016-10-07,0.0066658822718954625
2016-10-08,0.0032146168948319342
2016-10-09,-0.003812664724327952
2016-10-10,0.003628588391386245
2016-10-11,0.03504619905906736
2016-10-12,-0.007641377949792805
2016-10-13,0.0009332355641280543
2016-10-14,0.005624946282864585
2016-10-15,-0.002708308374872459
2016-10-16,0.004663039034061178
2016-10-17,-0.003806910666838803
2016-10-18,-0.001930812611864674
2016-10-19,-0.011730713161854034
2016-10-20,0.0005342972035951021
2016-10-21,0.0031194639533138613
2016-10-22,0.03793274874151731
2016-10-23,-0.0003393615391997784
2016-10-24,-0.0050502347652336965
2016-10-25,0.005836794377413135
2016-10-26,0.03101697407941284
2016-10-27,0.014648070528238577
2016-10-28,0.001942014633561584
2016-10-29,0.035367937275241346
2016-10-30,-0.017813938679665853
2016-10-31,-0.0012717508386614895
2016-11-01,0.0402930513962616
2016-11-02,0.015008828651200012
2016-11-03,-0.07296402147635561
2016-11-04,0.02088531649560199
2016-11-05,0.0002602552763999455
2016-11-06,0.011454947164835083
2016-11-07,-0.011863106911188304
2016-11-08,0.00950770194981132
2016-11-09,0.018735864175560835
2016-11-10,-0.010757646118391584
2016-11-11,0.0012249273056292864
2016-11-12,-0.015979621136042788
2016-11-13,-0.004296847536326531
2016-11-14,0.004250013120778995
2016-11-15,0.009315097840551623
2016-11-16,0.04476444393221435
2016-11-17,-0.00433755399513025
2016-11-18,0.014214767311386822
2016-11-19,4.125311033220669e-05
2016-11-20,-0.02777656409281981
2016-11-21,0.011184405960807275
2016-11-22,0.01623414137531043
2016-11-23,-0.009028479985516036
2016-11-24,-0.0057984430428073
2016-11-25,0.0018354151713557698
2016-11-26,-0.008485949660177461
2016-11-27,-0.004561827647719063
2016-11-28,0.00514770409300791
2016-11-29,-0.0002840586693171332
2016-11-30,0.013619341360082693
2016-12-01,0.014753367423404384
2016-12-02,0.027589858691594138
2016-12-03,-0.0087650742762575
2016-12-04,0.0035170682626715077
2016-12-05,-0.019800038791605523
2016-12-06,0.007254480199637037
2016-12-07,0.005100679537056507
2016-12-08,0.0034802886525930887
2016-12-09,0.002570620284196856
2016-12-10,0.0023988188516321785
2016-12-11,-0.006370219326260695
2016-12-12,0.01336429337041345
2016-12-13,0.0006011050423326836
2016-12-14,0.001184335419024407
2016-12-15,-0.004351215826300603
2016-12-16,0.008725572393617043
2016-12-17,0.007516519385485587
2016-12-18,-0.00037809276351818966
2016-12-19,0.002758843640726205
2016-12-20,0.010243612033812077
2016-12-21,0.040864183761444295
2016-12-22,0.03562726506814062
2016-12-23,0.06433033120214748
2016-12-24,-0.02544283836463368
2016-12-25,-0.0029404263277355014
2016-12-26,0.012670140107804428
2016-12-27,0.027802640113682386
2016-12-28,0.04476426663918254
2016-12-29,-0.002486908854591796
2016-12-30,-0.012672740567105656
2016-12-31,0.002602629691137004
2017-01-01,0.035254245031350884
2017-01-02,0.02319323561568165
2017-01-03,0.021389344804025434
2017-01-04,0.10096034523200359
