date_dt,positive_count,negative_count,neutral_count,positive_avg_score,negative_avg_score,neutral_avg_score,total_news_count,total_news_score,btc_signal,coinbase_positive_count,coinbase_negative_count,coinbase_neutral_count,coinbase_positive_avg_score,coinbase_negative_avg_score,coinbase_neutral_avg_score,coinbase_total_news_count,coinbase_total_news_score,coinbase_signal,signal,Open,High,Low,Close,Adj Close,Volume,close_open,Daily Return,cumulative_return,30D_Moving_STD,Parkinson_Volatility,Relative_Intraday_Price_Change,Middle Band,Upper Band,Lower Band,rsi,stoch_%K,stoch_%D,macd,macd_signal,ATR,DGS10,DTB3,T5YIE,S&P500 Close,VIX Close,S&P500 Return,DGS10_lag1,DGS10_lag2,DTB3_lag1,DTB3_lag2,T5YIE_lag1,T5YIE_lag2,S&P500_Close_lag1,S&P500_Close_lag2,VIX_Close_lag1,VIX_Close_lag2,S&P_Return_lag1,S&P_Return_lag2,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_PUBLICATION_COUNT,TWITTER_NEG_SENTIMENT_COUNT,TWITTER_POS_SENTIMENT_COUNT,TWITTER_SENTIMENT_DAILY_MAX,TWITTER_NEUTRAL_SENTIMENT_CNT,TWITTER_SENTIMENT_DAILY_MIN,NEWS_SENTIMENT_DAILY_AVG
2021-05-03,0.0,1.0,0.0,0.0,0.8411615490913391,0.0,1.0,-0.8411615490913391,-1.0,1.0,2.0,2.0,0.9692256450653076,0.8066630065441132,0.7489733994007111,5.0,-0.6441003680229187,-0.3333333333333333,0.1223455999504883,57825.86328125,57902.59375,56141.90625,56631.078125,56631.078125,38177405335.0,-1194.78515625,-0.0206988241878991,-0.1026564485127021,3795.270488892067,0.0185451227931708,-2.0661778111964795,55757.762369791664,63348.3033475758,48167.22139200753,47.91339063577664,83.90216152752974,76.4599096287604,-356.82854429545114,-1661.0218809169155,3307.304816400186,1.65,0.01,2.57,4181.169921875,18.61000061035156,0.0,1.65,1.65,0.01,0.01,2.57,2.57,4181.169921875,4181.169921875,18.61000061035156,18.61000061035156,0.0,-0.0071947066993264,0.0057,845.0,50.0,63.0,0.2131,698.0,-0.0631,0.0047
2021-05-04,0.0,1.0,1.0,0.0,0.5173560380935669,0.9771398901939392,2.0,-0.5173560380935669,-1.0,8.0,3.0,11.0,0.7995623052120209,0.6961993376413981,0.7571314437822863,22.0,4.307900428771973,0.4545454545454545,0.1223455999504883,56620.2734375,58973.30859375,56590.87109375,57200.29296875,57200.29296875,51713139031.0,580.01953125,0.0100512803675323,-0.0936369968907061,3795.270488892067,0.0247654989655779,1.0244025611961265,55757.762369791664,63348.3033475758,48167.22139200753,49.76469530610526,84.99202635683368,81.88588676651511,-356.82854429545114,-1661.0218809169155,3241.2428652287444,1.63,0.04,2.6,4192.66015625,18.309999465942383,0.0027480907472536,1.65,1.65,0.01,0.01,2.57,2.57,4181.169921875,4181.169921875,18.61000061035156,18.61000061035156,0.0,0.0,0.0082,390.0,19.0,28.0,0.2499,332.0,-0.1743,0.008
2021-05-05,1.0,0.0,4.0,0.9352487325668336,0.0,0.6886299699544907,5.0,0.9352487325668336,1.0,6.0,0.0,51.0,0.7429022093613943,0.0,0.8030136110735875,57.0,4.4574132561683655,1.0,0.1223455999504883,57214.1796875,57214.1796875,53191.42578125,53333.5390625,53333.5390625,68564706967.0,-3880.640625,-0.0676002465295502,-0.1549073593461578,3795.270488892067,0.0437836446336404,-6.782655359555617,55757.762369791664,63348.3033475758,48167.22139200753,39.49516199146181,52.26127097524451,73.71848628653598,-356.82854429545114,-1661.0218809169155,3297.0650824445484,1.61,0.02,2.62,4164.66015625,19.479999542236328,-0.0066783376082272,1.63,1.65,0.04,0.01,2.6,2.57,4192.66015625,4181.169921875,18.309999465942383,18.61000061035156,0.0027480907472536,0.0,-0.0049,873.0,57.0,49.0,0.1754,730.0,-0.1612,0.0336
2021-05-06,0.0,1.0,2.0,0.0,0.8270739912986755,0.9006566405296326,3.0,-0.8270739912986755,-1.0,3.0,2.0,16.0,0.7393688360850016,0.7167594730854034,0.8268058784306049,21.0,0.784587562084198,0.2,0.1223455999504883,53252.1640625,57911.36328125,52969.0546875,57424.0078125,57424.0078125,69241316747.0,4171.84375,0.0766959932136981,-0.0900921399136245,3795.270488892067,0.053573514537836,7.834129980339707,55757.762369791664,63348.3033475758,48167.22139200753,51.01193642980948,86.88569634554857,74.71299789254225,-356.82854429545114,-1661.0218809169155,3414.5824761092235,1.59,0.02,2.68,4167.58984375,19.149999618530273,0.0007034637617677,1.61,1.63,0.02,0.04,2.62,2.6,4164.66015625,4192.66015625,19.479999542236328,18.309999465942383,-0.0066783376082272,0.0027480907472536,-0.0058,1596.0,108.0,105.0,0.1166,1339.0,-0.0868,-0.0224
2021-05-10,2.0,1.0,0.0,0.8692087829113007,0.913061261177063,0.0,3.0,0.8253563046455383,0.3333333333333333,2.0,1.0,3.0,0.8692087829113007,0.913061261177063,0.8876166145006815,6.0,0.8253563046455383,0.3333333333333333,0.1051514515393043,58877.390625,59210.8828125,56482.00390625,58232.31640625,58232.31640625,65906690347.0,-645.07421875,-0.0097180991309351,-0.0772841459952969,3795.270488892067,0.0283364497492642,-1.0956229749694346,55757.762369791664,63348.3033475758,48167.22139200753,52.816580629632625,88.38750287581098,89.77684380762143,-356.82854429545114,-1661.0218809169155,3271.438180730341,1.6,0.02,2.65,4232.60009765625,16.690000534057617,0.0,1.6,1.6,0.02,0.02,2.65,2.65,4232.60009765625,4232.60009765625,16.690000534057617,16.690000534057617,0.0,0.0073733416169683,-0.0228,2434.0,309.0,140.0,0.1149,1922.0,-0.1958,-0.0526
2021-05-12,2.0,0.0,0.0,0.9498381018638612,0.0,0.0,2.0,1.8996762037277224,1.0,7.0,4.0,12.0,0.8899809462683541,0.8304750621318817,0.8580642839272817,23.0,2.907966375350952,0.2727272727272727,0.1051514515393043,55847.2421875,56872.54296875,54608.65234375,56704.57421875,56704.57421875,61308396325.0,857.33203125,0.0151231724963196,-0.1014918716059988,3795.270488892067,0.0243949989668555,1.535137631991956,55757.762369791664,63348.3033475758,48167.22139200753,48.972143976394904,60.362608226894174,65.73889071844172,-370.12862098433106,-1661.0218809169155,3343.8275560251413,1.64,0.01,2.68,4152.10009765625,21.84000015258789,-0.0086739128027181,1.63,1.6,0.02,0.02,2.71,2.65,4188.43017578125,4232.60009765625,19.65999984741211,16.690000534057617,-0.0104356473221881,0.0,0.0153,1949.0,130.0,202.0,0.3428,1549.0,-0.3338,0.033
2021-05-14,1.0,8.0,2.0,0.906304657459259,0.7989872246980667,0.7745718955993652,11.0,-5.485593140125275,-0.7777777777777778,9.0,18.0,36.0,0.8868116670184665,0.8635194102923075,0.8768323510885239,63.0,-7.562044382095337,-0.3333333333333333,0.1051514515393043,49735.43359375,51330.84375,46980.01953125,49716.19140625,49716.19140625,96721152926.0,-19.2421875,0.0115086488519764,-0.2122257735507896,3795.270488892067,0.0531913570832027,-0.0386890916789314,55757.762369791664,63348.3033475758,48167.22139200753,36.25259624285341,21.82070795963951,27.394438728844563,-1333.2313990808398,-1661.0218809169155,3776.9038859987186,1.66,0.02,2.65,4112.5,23.1299991607666,0.0121731414069234,1.69,1.64,0.02,0.01,2.72,2.68,4063.0400390625,4152.10009765625,27.59000015258789,21.84000015258789,-0.0214494006645027,-0.0086739128027181,-0.0168,1853.0,200.0,129.0,0.1146,1430.0,-0.259,-0.1681
2021-05-15,0.0,1.0,0.0,0.0,0.7799416184425354,0.0,1.0,-0.7799416184425354,-1.0,10.0,4.0,29.0,0.7905936717987061,0.7298868000507355,0.8511792154147707,43.0,4.986389517784119,0.4285714285714285,0.1051514515393043,49682.98046875,51438.1171875,48868.578125,49880.53515625,49880.53515625,55737497453.0,197.5546875,0.0033056383715535,-0.2096216768397182,3678.3404094968546,0.0307756756450315,0.397630507743511,55316.790364583336,62673.47118357704,47960.10954558963,36.70544100794591,23.13133358462588,14.984013848088464,-1611.8714328779242,-1661.0218809169155,3690.663541463095,1.63,0.01,2.68,4173.85009765625,18.809999465942383,0.0149179568768997,1.66,1.69,0.02,0.02,2.65,2.72,4112.5,4063.0400390625,23.1299991607666,27.59000015258789,0.0121731414069234,-0.0214494006645027,0.0148,4514.0,390.0,452.0,0.2084,3534.0,-0.1172,0.0948
2021-05-18,0.0,4.0,3.0,0.0,0.9197023659944534,0.7427327036857605,7.0,-3.6788094639778137,-1.0,4.0,20.0,20.0,0.8629747927188873,0.8372746735811234,0.8685378178954124,44.0,-13.293594300746918,-0.6666666666666666,0.0845239838245637,46415.8984375,46623.55859375,42207.2890625,43537.51171875,43537.51171875,74903638450.0,-2878.38671875,-0.0628238159530961,-0.3101295846356803,4032.286072500544,0.0597636650780188,-6.201294848629956,53689.56158854167,61754.13373354276,45624.98944354058,27.848060385136705,7.68378901186379,8.151671882321438,-2894.62075765762,-1661.0218809169155,3897.069214866772,1.64,0.02,2.72,4163.2900390625,19.719999313354492,-0.0025300521932207,1.63,1.63,0.01,0.01,2.68,2.68,4173.85009765625,4173.85009765625,18.809999465942383,18.809999465942383,0.0,0.0,-0.0217,820.0,88.0,46.0,0.287,663.0,-0.4411,0.0068
2021-05-20,1.0,19.0,3.0,0.5990462899208069,0.921837191832693,0.7404332955678304,23.0,-16.91586035490036,-0.9,4.0,36.0,36.0,0.6942665427923203,0.9191983209715948,0.8426119875576761,76.0,-30.314073383808136,-0.8,0.0845239838245637,42944.9765625,43546.1171875,30681.49609375,37002.44140625,37002.44140625,126358098747.0,-5942.53515625,-0.1376612260916373,-0.4136805569568161,5322.282977169603,0.2102929929637903,-13.837555942314994,52621.94140625,63266.50736058921,41977.37545191079,21.28560900793383,21.918913017447224,11.219443860468312,-4031.615217476705,-2395.6079780706355,4507.599579719308,1.68,0.01,2.66,4115.68017578125,22.18000030517578,-0.0029434114568177,1.64,1.64,0.02,0.02,2.72,2.72,4127.830078125,4163.2900390625,21.34000015258789,19.719999313354492,-0.0085172929593646,-0.0025300521932207,-0.0306,2058.0,251.0,120.0,0.0954,1625.0,-0.2018,-0.0164
2021-05-21,6.0,2.0,0.0,0.6801263193289439,0.4540573209524154,0.0,8.0,3.1726432740688324,0.5,19.0,13.0,21.0,0.5915782781023728,0.7988978097072015,0.8596845609801156,53.0,0.8543157577514648,0.1875,0.0845239838245637,36753.66796875,42462.984375,35050.6171875,40782.73828125,40782.73828125,88281943359.0,4029.0703125,0.1021634446629102,-0.3537801429826854,5689.081641497864,0.1152113722486425,10.962362493794464,52098.931640625,63477.09492362073,40720.76835762927,31.422503482182737,35.027711509880405,20.334084693140515,-4265.974189395529,-2769.6812203356144,4715.082980275072,1.63,0.01,2.59,4159.1201171875,20.670000076293945,0.0105547417561433,1.68,1.64,0.01,0.02,2.66,2.72,4115.68017578125,4127.830078125,22.18000030517578,21.34000015258789,-0.0029434114568177,-0.0085172929593646,-0.0668,4587.0,915.0,296.0,0.1144,3165.0,-0.2266,-0.4496
2021-05-22,0.0,7.0,1.0,0.0,0.7638086421149117,0.9617512822151184,8.0,-5.346660494804382,-1.0,11.0,11.0,16.0,0.8503364758058027,0.7682141499085859,0.8309269025921822,38.0,0.9033455848693848,0.0,0.0845239838245637,40596.94921875,42172.171875,33616.453125,37304.69140625,37304.69140625,82051616861.0,-3292.2578125,-0.0852823282981722,-0.4088912769816341,6283.587516159429,0.1361742177527911,-8.109618766573343,51545.55169270833,64112.72672502718,38978.37666038948,27.86675239482257,22.9670143902628,26.637879639196807,-4678.424710820298,-3151.4299184325514,4989.414106683996,1.63,0.01,2.62,4155.85986328125,20.149999618530273,-0.0007838806801412,1.63,1.68,0.01,0.01,2.59,2.66,4159.1201171875,4115.68017578125,20.670000076293945,22.18000030517578,0.0105547417561433,-0.0029434114568177,0.0088,1660.0,128.0,137.0,0.1234,1285.0,-0.2056,0.109
2021-05-24,0.0,5.0,0.0,0.0,0.9057327747344972,0.0,5.0,-4.528663873672485,-1.0,1.0,7.0,3.0,0.9456900358200072,0.9082552875791278,0.7530311544736227,11.0,-5.412096977233887,-0.75,-0.0116559130126504,37531.44921875,38289.21875,31227.33984375,34770.58203125,34770.58203125,78469274361.0,-2760.8671875,-0.0736893688644572,-0.4490453192797606,7407.618320128871,0.1224390393717411,-7.356143301071154,50527.261328125,65342.49796838274,35712.02468786726,25.779287444839312,14.179575135333703,20.305966241932037,-5291.134739651803,-3863.9023959762903,5035.168943550231,1.63,0.01,2.62,4155.85986328125,20.149999618530273,0.0,1.63,1.63,0.01,0.01,2.62,2.62,4155.85986328125,4155.85986328125,20.149999618530273,20.149999618530273,0.0,-0.0007838806801412,0.0088,1660.0,128.0,137.0,0.1234,1285.0,-0.2056,0.109
2021-05-25,1.0,0.0,2.0,0.7916096448898315,0.0,0.6759757101535797,3.0,0.7916096448898315,1.0,9.0,2.0,15.0,0.8316167593002319,0.8389586210250854,0.8431155721346537,26.0,5.8066335916519165,0.6363636363636364,-0.0116559130126504,34700.36328125,39835.140625,34551.08203125,38705.98046875,38705.98046875,67359584098.0,4005.6171875,0.1131818395781545,-0.3866872549916491,7715.941806210957,0.0854662165977779,11.543444531211568,50149.0984375,65580.9820499219,34717.21482507808,35.10739422760433,29.43914987846112,22.463344737998145,-5200.036711567765,-4131.129259094586,5052.946775707358,1.61,0.02,2.64,4197.0498046875,18.399999618530273,0.0099112921901385,1.63,1.63,0.01,0.01,2.62,2.62,4155.85986328125,4155.85986328125,20.149999618530273,20.149999618530273,0.0,0.0,-0.026,897.0,117.0,69.0,0.5746,640.0,-0.2912,-0.0589
2021-05-26,1.0,5.0,2.0,0.7250126600265503,0.7708252191543579,0.961531102657318,8.0,-3.1291134357452393,-0.6666666666666666,8.0,9.0,25.0,0.7887679487466812,0.8196088605456882,0.8675036668777466,42.0,-1.066336154937744,-0.0588235294117647,-0.0116559130126504,38795.78125,39776.3515625,36581.4296875,38402.22265625,38402.22265625,56211915803.0,-393.55859375,-0.0078478263260955,-0.3915004268980556,8007.472013752894,0.0502860873444512,-1.0144365729198972,49795.69739583333,65810.64142333913,33780.75336832755,34.7444190925232,28.32476403744676,23.98116301708052,-5093.63532746696,-4323.630472769061,4920.230711371119,1.56,0.02,2.63,4188.1298828125,18.84000015258789,-0.0021252837802967,1.61,1.63,0.02,0.01,2.64,2.62,4197.0498046875,4155.85986328125,18.399999618530273,20.149999618530273,0.0099112921901385,0.0,0.0166,1294.0,72.0,145.0,0.522,940.0,-0.2304,0.0951
2021-05-27,0.0,1.0,0.0,0.0,0.9501564502716064,0.0,1.0,-0.9501564502716064,-1.0,13.0,2.0,10.0,0.7560703433476962,0.9522983133792876,0.8344865679740906,25.0,7.924317836761475,0.7333333333333333,-0.0116559130126504,38392.625,40782.078125,37905.8359375,39294.19921875,39294.19921875,51346735160.0,901.57421875,0.023227211885217,-0.3773666783815527,8188.849683251265,0.0439236294712991,2.3483005362358007,49304.77890625,65682.47827275253,32927.07953974747,36.810438012144395,41.49376281476449,33.08589224355745,-4881.070467958161,-4435.118471806882,4774.23153109461,1.58,0.02,2.6,4195.990234375,17.360000610351562,0.0018768165702687,1.56,1.61,0.02,0.02,2.63,2.64,4188.1298828125,4197.0498046875,18.84000015258789,18.399999618530273,-0.0021252837802967,0.0099112921901385,0.0129,1421.0,85.0,138.0,0.0989,1073.0,-0.2091,0.0744
2021-05-28,0.0,1.0,2.0,0.0,0.5643065571784973,0.7806217968463898,3.0,-0.5643065571784973,-1.0,3.0,2.0,12.0,0.8429805239041647,0.7438203990459442,0.8915924032529196,17.0,1.0413007736206057,0.2,-0.0116559130126504,39316.890625,40379.6171875,37247.90234375,38436.96875,38436.96875,43210968721.0,-879.921875,-0.0218157001744154,-0.3909498602445811,8347.568057178376,0.0484830071128301,-2.238025085433622,48751.573958333334,65446.71007269008,32056.437843976582,35.64251604480194,37.36384944939444,35.7274587672019,-4727.28937077368,-4493.552651600242,4656.908910569995,1.61,0.02,2.59,4200.8798828125,16.739999771118164,0.0011653145418315,1.58,1.56,0.02,0.02,2.6,2.63,4195.990234375,4188.1298828125,17.360000610351562,18.84000015258789,0.0018768165702687,-0.0021252837802967,0.0146,789.0,52.0,76.0,0.1484,576.0,-0.2081,0.0047
2021-05-29,0.0,2.0,5.0,0.0,0.8051537871360779,0.7365685224533081,7.0,-1.6103075742721558,-1.0,3.0,5.0,12.0,0.8204570810000101,0.709562349319458,0.7927633076906204,20.0,-1.0864405035972595,-0.25,-0.0116559130126504,38507.08203125,38856.96875,34779.0390625,35697.60546875,35697.60546875,55200191952.0,-2809.4765625,-0.0712689728232016,-0.4343562381027772,8594.511510262784,0.0665857563738655,-7.295999629938202,48114.00403645833,65303.027056983905,30924.981015932764,32.13384792683945,25.133115338312106,34.663575867490344,-4771.458067828309,-4549.1337348458555,4615.553251779281,1.58,0.01,2.57,4204.10986328125,16.760000228881836,0.0007688818911402,1.61,1.58,0.02,0.02,2.59,2.6,4200.8798828125,4195.990234375,16.739999771118164,17.360000610351562,0.0011653145418315,0.0018768165702687,-0.0084,733.0,52.0,46.0,0.2414,583.0,-0.2581,0.0293
