date_dt,positive_count,negative_count,neutral_count,positive_avg_score,negative_avg_score,neutral_avg_score,total_news_count,total_news_score,btc_signal,coinbase_positive_count,coinbase_negative_count,coinbase_neutral_count,coinbase_positive_avg_score,coinbase_negative_avg_score,coinbase_neutral_avg_score,coinbase_total_news_count,coinbase_total_news_score,coinbase_signal,signal,Open,High,Low,Close,Adj Close,Volume,close_open,Daily Return,cumulative_return,30D_Moving_STD,Parkinson_Volatility,Relative_Intraday_Price_Change,Middle Band,Upper Band,Lower Band,rsi,stoch_%K,stoch_%D,macd,macd_signal,ATR,DGS10,DTB3,T5YIE,S&P500 Close,VIX Close,S&P500 Return,DGS10_lag1,DGS10_lag2,DTB3_lag1,DTB3_lag2,T5YIE_lag1,T5YIE_lag2,S&P500_Close_lag1,S&P500_Close_lag2,VIX_Close_lag1,VIX_Close_lag2,S&P_Return_lag1,S&P_Return_lag2,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_PUBLICATION_COUNT,TWITTER_NEG_SENTIMENT_COUNT,TWITTER_POS_SENTIMENT_COUNT,TWITTER_SENTIMENT_DAILY_MAX,TWITTER_NEUTRAL_SENTIMENT_CNT,TWITTER_SENTIMENT_DAILY_MIN,NEWS_SENTIMENT_DAILY_AVG
2021-04-15,10.0,2.0,10.0,0.907242965698242,0.9596765339374542,0.8491368949413299,22.0,7.153076589107513,0.6666666666666666,44.0,23.0,94.0,0.7863644158298319,0.817362904548645,0.884039470489989,161.0,15.800687491893768,0.3134328358208955,,63523.75390625,64863.09765625,61554.796875,63109.6953125,63109.6953125,77451779687.0,-414.05859375,0.0032374804732979,0.0032374804732979,3795.270488892067,0.0314400244459659,-0.6518169476587898,55757.762369791664,63348.3033475758,48167.22139200753,40.472571876936314,44.4747221226246,43.13083258181778,-356.82854429545114,-1661.0218809169155,0.0,1.64,0.02,2.56,4124.66015625,16.989999771118164,0.0110941905251664,1.64,1.64,0.02,0.02,2.56,2.56,4124.66015625,4124.66015625,16.989999771118164,16.989999771118164,0.0110941905251664,0.0110941905251664,0.0064,7425.0,241.0,544.0,0.1311,6209.0,-0.0053,0.0101
2021-04-16,6.0,10.0,7.0,0.6230005472898483,0.8954732537269592,0.7265838129179818,23.0,-5.216729253530502,-0.25,51.0,28.0,73.0,0.8234004349100823,0.8901340344122478,0.858107762793972,152.0,17.06966921687126,0.2911392405063291,,63075.1953125,63821.671875,62208.96484375,63314.01171875,63314.01171875,60954381579.0,238.81640625,0.0032374804732979,0.0032374804732979,3795.270488892067,0.015370582427202,0.3786217467370605,55757.762369791664,63348.3033475758,48167.22139200753,40.472571876936314,44.4747221226246,43.13083258181778,-356.82854429545114,-1661.0218809169155,0.0,1.56,0.02,2.55,4170.419921875,16.56999969482422,0.0110941905251664,1.64,1.64,0.02,0.02,2.56,2.56,4124.66015625,4124.66015625,16.989999771118164,16.989999771118164,0.0110941905251664,0.0110941905251664,-0.0073,27665.0,2092.0,1964.0,0.0867,22738.0,-0.0229,0.0903
2021-04-17,1.0,2.0,3.0,0.7259345650672913,0.8042621910572052,0.8183265924453735,6.0,-0.8825898170471191,-0.3333333333333333,14.0,12.0,44.0,0.7947442957333156,0.7985502108931541,0.8322628519751809,70.0,1.5438176095485687,0.0769230769230769,,63258.50390625,63594.72265625,60222.53125,61572.7890625,61572.7890625,84293007468.0,-1685.71484375,-0.0275013793784661,-0.0243529340838947,3795.270488892067,0.0327209371747466,-2.6648035278359625,55757.762369791664,63348.3033475758,48167.22139200753,40.472571876936314,44.4747221226246,43.13083258181778,-356.82854429545114,-1661.0218809169155,0.0,1.59,0.02,2.57,4185.47021484375,16.25,0.0036088195555097,1.56,1.64,0.02,0.02,2.55,2.56,4170.419921875,4124.66015625,16.56999969482422,16.989999771118164,0.0110941905251664,0.0110941905251664,-0.0099,6715.0,563.0,563.0,0.2201,5262.0,-0.094,0.1233
2021-04-19,2.0,6.0,1.0,0.8861302137374878,0.9622853100299836,0.8998250365257263,9.0,-4.0014514327049255,-0.5,5.0,7.0,12.0,0.8780653715133667,0.9649522389684404,0.912272368868192,24.0,-2.3643388152122498,-0.1666666666666666,0.1376630992475508,60701.88671875,61057.45703125,52829.53515625,56216.18359375,56216.18359375,97468872758.0,-4485.703125,-0.0736215468265391,-0.1092306290596939,3795.270488892067,0.0869281877571045,-7.38972603237788,55757.762369791664,63348.3033475758,48167.22139200753,40.472571876936314,44.4747221226246,43.13083258181778,-356.82854429545114,-1661.0218809169155,0.0,1.59,0.02,2.57,4185.47021484375,16.25,0.0,1.59,1.59,0.02,0.02,2.57,2.57,4185.47021484375,4185.47021484375,16.25,16.25,0.0,0.0036088195555097,-0.0099,6715.0,563.0,563.0,0.2201,5262.0,-0.094,0.1233
2021-04-20,3.0,5.0,2.0,0.8675079743067423,0.785640561580658,0.7862321138381958,10.0,-1.3256788849830627,-0.25,20.0,19.0,25.0,0.7498221397399902,0.8401101451171072,0.8538547134399415,64.0,-0.9656499624252336,0.0256410256410256,0.1376630992475508,56191.5859375,57520.0546875,54368.59375,55724.265625,55724.265625,65344865159.0,-467.3203125,-0.0087504689451151,-0.1170252787773667,3795.270488892067,0.0338398208582451,-0.8316553176124706,55757.762369791664,63348.3033475758,48167.22139200753,40.472571876936314,44.4747221226246,43.13083258181778,-356.82854429545114,-1661.0218809169155,0.0,1.61,0.02,2.56,4163.259765625,17.290000915527344,-0.005306560094486,1.59,1.59,0.02,0.02,2.57,2.57,4185.47021484375,4185.47021484375,16.25,16.25,0.0,0.0,-0.0069,2046.0,152.0,125.0,0.052,1694.0,-0.1547,-0.1008
2021-04-21,3.0,3.0,1.0,0.7221980293591818,0.895534078280131,0.7264181971549988,7.0,-0.5200081467628479,0.0,8.0,5.0,36.0,0.6753687039017677,0.9011237263679504,0.8439256482654147,49.0,0.8973309993743896,0.2307692307692307,0.1376630992475508,55681.79296875,57062.1484375,53448.046875,56473.03125,56473.03125,67849323955.0,791.23828125,0.0134369760929442,-0.1051607685576241,3795.270488892067,0.0392952611205347,1.4210000056824006,55757.762369791664,63348.3033475758,48167.22139200753,40.472571876936314,44.4747221226246,43.13083258181778,-356.82854429545114,-1661.0218809169155,0.0,1.58,0.03,2.52,4134.93994140625,18.68000030517578,-0.0068023197717759,1.61,1.59,0.02,0.02,2.56,2.57,4163.259765625,4185.47021484375,17.290000915527344,16.25,-0.005306560094486,0.0,-0.0074,1904.0,140.0,134.0,0.072,1512.0,-0.2915,-0.0462
2021-04-22,1.0,1.0,5.0,0.6421983242034912,0.4762577712535858,0.7316099166870117,7.0,0.1659405529499054,0.0,14.0,11.0,21.0,0.8010796734264919,0.7409179183569822,0.8456249393167949,46.0,3.065018326044082,0.12,0.1376630992475508,56471.12890625,56757.97265625,53695.46875,53906.08984375,53906.08984375,54926612466.0,-2565.0390625,-0.0454542876384026,-0.145835048373733,3795.270488892067,0.0333116386302708,-4.542213184295155,55757.762369791664,63348.3033475758,48167.22139200753,40.472571876936314,44.4747221226246,43.13083258181778,-356.82854429545114,-1661.0218809169155,0.0,1.57,0.03,2.53,4173.419921875,17.5,0.0093060554721535,1.58,1.61,0.03,0.02,2.52,2.56,4134.93994140625,4163.259765625,18.68000030517578,17.290000915527344,-0.0068023197717759,-0.005306560094486,-0.0075,1988.0,149.0,138.0,0.1807,1606.0,-0.0597,-0.0079
2021-04-24,1.0,11.0,3.0,0.5862670540809631,0.9068479917266152,0.8996526201566061,15.0,-9.389060854911804,-0.8333333333333334,5.0,15.0,16.0,0.7656037271022796,0.8840176224708557,0.8479620106518269,36.0,-9.432245701551436,-0.5,0.1376630992475508,51739.80859375,52120.79296875,47714.6640625,51093.65234375,51093.65234375,86668667320.0,-646.15625,-0.0129171508387729,-0.1903993183495849,3795.270488892067,0.0530446843382965,-1.2488570552579383,55757.762369791664,63348.3033475758,48167.22139200753,40.472571876936314,44.4747221226246,43.13083258181778,-356.82854429545114,-1661.0218809169155,0.0,1.58,0.03,2.44,4180.169921875,17.329999923706055,0.0109286965401769,1.57,1.57,0.03,0.03,2.42,2.53,4134.97998046875,4173.419921875,18.709999084472656,17.5,-0.0092106574765618,0.0093060554721535,-0.0247,3845.0,495.0,270.0,0.4097,2999.0,-0.3809,-0.0843
2021-04-27,4.0,0.0,4.0,0.667551577091217,0.0,0.8563127219676971,8.0,2.670206308364868,1.0,6.0,8.0,18.0,0.6628632446130117,0.8877420872449875,0.8615312741862403,32.0,-3.12475723028183,-0.1428571428571428,0.0189280498686162,49077.79296875,54288.00390625,48852.796875,54021.75390625,54021.75390625,58284039825.0,4943.9609375,0.1023890703366074,-0.1440023020432799,3795.270488892067,0.0633541916544752,10.073723039355167,55757.762369791664,63348.3033475758,48167.22139200753,40.472571876936314,44.4747221226246,43.13083258181778,-356.82854429545114,-1661.0218809169155,0.0,1.58,0.03,2.47,4187.6201171875,17.639999389648438,0.0017822709248045,1.58,1.58,0.03,0.03,2.44,2.44,4180.169921875,4180.169921875,17.329999923706055,17.329999923706055,0.0,0.0,-0.0081,757.0,64.0,37.0,0.1918,629.0,-0.295,-0.0528
2021-04-30,3.0,1.0,4.0,0.7584196925163269,0.7784732580184937,0.9563404321670532,8.0,1.496785819530487,0.5,6.0,5.0,8.0,0.8777445654074351,0.9348122000694274,0.8984423279762268,19.0,0.5924063920974731,0.0909090909090909,0.0189280498686162,54858.08984375,55115.84375,52418.02734375,53555.109375,53555.109375,46088929780.0,-1302.98046875,-0.0231573301383015,-0.1513964833800668,3795.270488892067,0.0301401578264615,-2.375183810557795,55757.762369791664,63348.3033475758,48167.22139200753,36.43661356718347,38.91409963490699,43.13083258181778,-356.82854429545114,-1661.0218809169155,3491.009001173014,1.65,0.01,2.56,4211.47021484375,17.610000610351562,0.0067628067340457,1.63,1.63,0.01,0.01,2.54,2.51,4183.18017578125,4186.72021484375,17.280000686645508,17.559999465942383,-0.0008455399168898,-0.0002148958880143,0.0072,854.0,53.0,62.0,0.2546,696.0,-0.2033,-0.0035
