date_dt,y_test,y_pred,residuals
2023-03-01,0.004145884122820224,0.0009767897137263073,0.003169094409093917
2023-03-02,-0.0023228730820248895,0.0006841132303426686,-0.003006986312367558
2023-03-03,-0.0036564946985720294,-0.0009170280549413505,-0.002739466643630679
2023-03-04,-0.006291398228453329,-0.0032498670479145625,-0.0030415311805387668
2023-03-05,-0.006251856160019276,-0.003843900951628694,-0.0024079552083905815
2023-03-06,-0.005414980498936223,-0.004548265269517026,-0.0008667152294191969
2023-03-07,-0.00740239274629339,-0.0038944297753478034,-0.0035079629709455864
2023-03-08,-0.007861788314520604,-0.004508682728598188,-0.003353105585922416
2023-03-09,-0.011478062744355902,-0.006637213443474679,-0.004840849300881223
2023-03-10,-0.011387512085762302,-0.011459668643774755,7.215655801245252e-05
2023-03-11,-0.007813892842391918,-0.011721137876251089,0.003907245033859171
2023-03-12,-0.002974882180492344,-0.009778583375865443,0.006803701195373099
2023-03-13,0.0017765903884819753,-0.0022647223480526018,0.004041312736534577
2023-03-14,0.003379578207762075,0.003284557125151084,9.502108261099122e-05
2023-03-15,0.0034477989443944027,0.002604552771916828,0.0008432461724775745
2023-03-16,0.0038511934130935487,0.002626426573213646,0.0012247668398799026
2023-03-17,0.010364004584044784,0.0019159503410441745,0.00844805424300061
2023-03-18,0.012478589238366443,0.004523108399541674,0.00795548083882477
2023-03-19,0.015107243632972004,0.005047080957103184,0.01006016267586882
2023-03-20,0.014214109409478709,0.010848583999566423,0.003365525409912286
2023-03-21,0.015205032318512224,0.009810049314762344,0.00539498300374988
2023-03-22,0.01374511259718005,0.011643877025216893,0.0021012355719631573
2023-03-23,0.017727762329351634,0.010812762780219864,0.006914999549131769
2023-03-24,0.020014747672216733,0.010912534052020468,0.009102213620196265
2023-03-25,0.020596172520175413,0.010702439354972155,0.009893733165203257
2023-03-26,0.0203425896307994,0.010582981019026258,0.009759608611773142
2023-03-27,0.013502499504041986,0.009245885959150381,0.004256613544891605
2023-03-28,0.007964530552403893,0.0069767911298634685,0.0009877394225404242
2023-03-29,0.009060346186749493,0.00568445543276783,0.003375890753981663
2023-03-30,0.009320334259035192,0.005928021139601961,0.0033923131194332308
2023-03-31,0.008544247120288844,0.005251899720030559,0.003292347400258286
2023-04-01,0.0023574435352095515,0.004173089525112329,-0.0018156459899027776
2023-04-02,0.0029816758065410245,0.004286869354735035,-0.0013051935481940106
2023-04-03,-0.000593376629949569,0.00367996932540411,-0.0042733459553536786
2023-04-04,0.0009555330068312777,0.0030243664593642794,-0.0020688334525330015
2023-04-05,5.129423324364342e-06,0.0032108698366498612,-0.003205740413325497
2023-04-06,0.001774707919287378,0.0033389790861570027,-0.0015642711668696248
2023-04-07,-0.0009672275352284488,0.002976624528817967,-0.003943852064046416
2023-04-08,0.0010931002731191777,0.002541060393998609,-0.0014479601208794311
2023-04-09,0.002002365385961955,0.0032595625548892536,-0.0012571971689272986
2023-04-10,0.0038373766428898347,0.003139267380010713,0.0006981092628791218
2023-04-11,0.007199838617580769,0.0030085999107325708,0.004191238706848198
2023-04-12,0.006673540756910975,0.004038417788745976,0.002635122968164999
2023-04-13,0.004655989720617023,0.004112697453278936,0.0005432922673380865
2023-04-14,0.005590349500840341,0.00523280901339675,0.0003575404874435915
2023-04-15,0.004173939363775262,0.004487164796764146,-0.00031322543298888377
2023-04-16,0.004325115583709636,0.003948589699378241,0.0003765258843313954
2023-04-17,0.002881878821586636,0.004478711829806104,-0.0015968330082194678
2023-04-18,0.005978527831467403,0.0031981540278081242,0.0027803738036592785
2023-04-19,0.0015315196645799883,0.0051838719427232,-0.003652352278143212
2023-04-20,0.00016069750964752872,0.002014213512146621,-0.0018535160024990924
2023-04-21,-0.001849277152028018,-0.0015693495397384905,-0.0002799276122895276
2023-04-22,-0.0002591866551817782,-0.004140753181365903,0.0038815665261841244
2023-04-23,-0.0008556483329843048,-0.0033151695053883694,0.0024595211724040647
2023-04-24,-0.0019281310722161517,-0.0039430326518225785,0.0020149015796064266
2023-04-25,-0.0030954936711118783,-0.0037652258803280245,0.0006697322092161463
2023-04-26,-0.0041209312508287315,-0.001778320362192506,-0.0023426108886362255
2023-04-27,-0.001488031205600152,-0.0011030391268154968,-0.00038499207878465525
2023-04-28,-0.002363413649469105,-0.00027026861243334167,-0.0020931450370357636
2023-04-29,-0.0027619870621291257,0.0027143555553755037,-0.005476342617504629
2023-04-30,-0.0023490419516945054,0.0023461579690049355,-0.004695199920699441
2023-05-01,-0.005078992824269805,0.0025236623461245113,-0.0076026551703943165
2023-05-02,-0.0017537932530737321,-0.0004758092763781593,-0.0012779839766955728
2023-05-03,-0.003123250597926252,-0.0005261344627182233,-0.002597116135208029
2023-05-04,5.787198896029481e-05,0.0012029508638582583,-0.0011450788748979634
2023-05-05,0.002973582005935768,0.0020124854021342613,0.0009610966038015069
2023-05-06,0.0038640657901068283,0.0036608511959964735,0.00020321459411035483
2023-05-07,0.0015105211983474412,0.002357143004627289,-0.0008466218062798477
2023-05-08,0.00024813859266678795,0.0018692842857376097,-0.0016211456930708217
2023-05-09,0.0003224014890617346,-0.0023526260065162216,0.0026750274955779562
2023-05-10,-0.0016351012699721188,-0.0028961511847634064,0.0012610499147912876
2023-05-11,-0.0034214715193976656,-0.0032399422659846076,-0.00018152925341305805
2023-05-12,-0.006327548187278953,-0.0035788179897366977,-0.0027487301975422556
2023-05-13,-0.006076872114779272,-0.003744091194755347,-0.0023327809200239247
2023-05-14,-0.005504217807190645,-0.004247987978489324,-0.0012562298287013204
2023-05-15,-0.004904934561142219,-0.003896473234095839,-0.00100846132704638
2023-05-16,-0.0025517403675205854,-0.002661206946016392,0.00010946657849580672
2023-05-17,-0.003047961773697345,-0.002803463135665461,-0.00024449863803188395
2023-05-18,-0.005194023357932059,-0.0015998002866934313,-0.0035942230712386275
2023-05-19,-0.004684758807562392,-0.002602134031348,-0.0020826247762143917
2023-05-20,-0.005662020364223599,-0.002099681482407612,-0.0035623388818159865
2023-05-21,-0.005154936784582972,-0.0011379413246758118,-0.00401699545990716
2023-05-22,-0.0038673162585072317,-0.002974426407860567,-0.0008928898506466647
2023-05-23,-0.0011375533947729118,-0.002549645800389635,0.0014120924056167231
2023-05-24,-0.0032700730663896382,-0.000845084449592459,-0.002424988616797179
2023-05-25,-0.002823815745276792,-0.0034574977740263546,0.0006336820287495626
2023-05-26,-0.000698685042952732,-0.0032085170321129388,0.0025098319891602066
2023-05-27,0.00015740479043212143,-0.002811862059412731,0.0029692668498448524
2023-05-28,0.0031634022274893148,-0.0022780556217480343,0.005441457849237349
2023-05-29,0.0019881939946040012,0.0037586207446736186,-0.0017704267500696174
2023-05-30,0.001237928154486888,0.0033655002082320197,-0.002127572053745132
2023-05-31,0.00044973819338190146,0.0029038663571323807,-0.002454128163750479
2023-06-01,-0.0014234972192619319,0.0012552095874095903,-0.0026787068066715224
2023-06-02,0.0010290317143573546,3.9847215865402324e-07,0.0010286332421987007
2023-06-03,0.00045708599005132795,4.1681170200622235e-05,0.00041540481985070574
2023-06-04,-2.58550972908787e-05,0.00018349381877804722,-0.00020934891606892592
2023-06-05,-0.0025233870229145186,0.0007947945534769836,-0.003318181576391502
2023-06-06,0.0009552278431649746,-0.002053675247175434,0.003008903090340408
2023-06-07,-0.0021897312744506786,0.0006617432403776116,-0.0028514745148282904
2023-06-08,0.0004375198089894812,-0.0008363257512628507,0.001273845560252332
2023-06-09,1.0494052797581192e-05,-0.0008155476803294895,0.0008260417331270707
2023-06-10,-0.002201815769837739,-0.0015950966461143355,-0.0006067191237234034
2023-06-11,-0.002343766044538019,-0.00409558546389194,0.0017518194193539213
2023-06-12,-0.005394610361648339,-0.00418333451423852,-0.001211275847409819
2023-06-13,-0.004541447757427852,-0.004661268404522032,0.00011982064709417997
2023-06-14,-0.0065111180648003055,-0.004653310763460983,-0.0018578073013393228
2023-06-15,-0.004151306855908152,-0.007239286783058046,0.0030879799271498936
2023-06-16,-0.0012356165054709385,-0.004795919109787833,0.0035603026043168947
2023-06-17,-0.0018327305236436385,-0.001868774500821683,3.604397717804457e-05
2023-06-18,-0.0018447097239031789,0.00023688132380820937,-0.002081591047711388
2023-06-19,-0.0006621921754738052,0.001293325583007386,-0.0019555177584811914
2023-06-20,0.006333730556795075,0.0017141841200711343,0.004619546436723941
2023-06-21,0.0064976701997606886,0.0034482239253477076,0.003049446274412981
2023-06-22,0.008463516902501654,0.004877435273100928,0.0035860816294007265
2023-06-23,0.00977735288279823,0.006594841915834556,0.0031825109669636736
2023-06-24,0.009527872365147981,0.006888249762917933,0.0026396226022300483
2023-06-25,0.010981382628817583,0.0077538035338324054,0.0032275790949851772
2023-06-26,0.01029345515131617,0.007710113265432686,0.002583341885883484
2023-06-27,0.01130250371253597,0.007247267128494573,0.004055236584041396
2023-06-28,0.009940154054601889,0.0077989448029948975,0.002141209251606991
2023-06-29,0.012805524159291901,0.008150469181923796,0.004655054977368105
2023-06-30,0.011687382017228496,0.008404405941707127,0.0032829760755213686
2023-07-01,0.010004206757075675,0.007120463260443549,0.0028837434966321254
2023-07-02,0.009608734002138169,0.006253149662486753,0.0033555843396514155
2023-07-03,0.011205069319223049,0.0057194677293930084,0.00548560158983004
2023-07-04,0.009098827569077374,0.007251932462043496,0.0018468951070338777
2023-07-05,0.004957225648648475,0.006016817430947925,-0.0010595917822994495
2023-07-06,-0.00026240854113601154,0.004174406379235792,-0.004436814920371804
2023-07-07,0.0009515003628635351,0.0010280081640381663,-7.650780117463116e-05
2023-07-08,-0.0008809023247271518,0.00021431806590909466,-0.0010952203906362465
2023-07-09,-0.0008288674503835785,-0.0004891365471161887,-0.0003397309032673898
2023-07-10,-0.00014405414854391842,-0.0004993190776059842,0.00035526492906206577
2023-07-11,0.0007659981383735148,7.374805171983599e-05,0.0006922500866536789
2023-07-12,-0.0006472840585738051,-0.0001406620676697473,-0.0005066219909040579
2023-07-13,0.003010585002259675,-0.00024881316048481946,0.0032593981627444947
2023-07-14,-0.00024412501823981164,0.003305405423036425,-0.0035495304412762364
2023-07-15,-0.00039808396644137135,0.0003705860908626925,-0.0007686700573040638
